latitude,longitude,brightness,scan,track,acq_date,confidence,bright_t31,frp,daynight,type,tavg,tmin,tmax,prcp,wspd
39.57219,22.58102,338.39,0.74,0.76,2015-08-05,n,295.24,4.59,D,0,28.2,19.6,36.0,0.0,6.2
39.48657,22.50236,335.05,0.75,0.77,2015-08-05,n,293.22,7.21,D,0,28.2,19.6,36.0,0.0,6.2
39.48357,22.49356,334.07,0.76,0.77,2015-08-05,n,292.22,7.21,D,0,28.2,19.6,36.0,0.0,6.2
39.57528,22.5785,336.28,0.74,0.76,2015-08-05,n,294.39,5.73,D,0,28.2,19.6,36.0,0.0,6.2
35.22251,25.30907,351.16,0.51,0.49,2015-08-05,n,307.39,8.71,D,0,26.8,22.0,30.0,0.0,8.5
35.22754,25.31396,343.58,0.51,0.49,2015-08-05,n,311.15,69.32,D,0,26.8,22.0,30.0,0.0,8.5
39.37008,22.50066,344.46,0.4,0.44,2015-08-05,n,308.46,6.53,D,0,28.2,19.6,36.0,0.0,6.2
39.39936,22.45789,349.91,0.4,0.44,2015-08-05,n,308.95,5.79,D,0,28.2,19.6,36.0,0.0,6.2
39.3989,22.45317,345.35,0.4,0.44,2015-08-05,n,310.03,6.16,D,0,28.2,19.6,36.0,0.0,6.2
39.39845,22.44852,344.63,0.4,0.44,2015-08-05,n,308.4,6.16,D,0,28.2,19.6,36.0,0.0,6.2
39.40482,22.42837,338.56,0.4,0.44,2015-08-05,l,308.91,5.53,D,0,28.2,19.6,36.0,0.0,6.2
39.43597,22.51555,336.81,0.4,0.45,2015-08-05,l,310.2,4.52,D,0,28.2,19.6,36.0,0.0,6.2
39.45529,22.63483,347.16,0.41,0.45,2015-08-05,n,308.42,5.19,D,0,28.2,19.6,36.0,0.0,6.2
39.45483,22.6298,333.58,0.41,0.45,2015-08-05,l,307.24,3.46,D,0,28.2,19.6,36.0,0.0,6.2
39.4599,22.63918,336.7,0.41,0.45,2015-08-05,l,307.18,5.19,D,0,28.2,19.6,36.0,0.0,6.2
39.46405,22.63861,334.04,0.41,0.45,2015-08-05,l,308.03,3.65,D,0,28.2,19.6,36.0,0.0,6.2
39.46822,22.63815,339.72,0.41,0.45,2015-08-05,n,306.42,3.65,D,0,28.2,19.6,36.0,0.0,6.2
39.49415,22.6004,331.85,0.41,0.45,2015-08-05,l,304.94,3.63,D,0,28.2,19.6,36.0,0.0,6.2
39.47791,22.42867,342.27,0.4,0.44,2015-08-05,n,307.37,3.89,D,0,28.2,19.6,36.0,0.0,6.2
39.48202,22.42807,335.32,0.4,0.44,2015-08-05,l,307.16,3.89,D,0,28.2,19.6,36.0,0.0,6.2
39.47707,22.37642,337.09,0.4,0.44,2015-08-05,n,304.82,2.79,D,0,28.2,19.6,36.0,0.0,6.2
39.47662,22.37175,344.17,0.4,0.44,2015-08-05,n,305.87,2.79,D,0,28.2,19.6,36.0,0.0,6.2
39.47617,22.36708,343.05,0.4,0.44,2015-08-05,n,303.85,2.76,D,0,28.2,19.6,36.0,0.0,6.2
39.46988,22.30176,346.33,0.4,0.44,2015-08-05,n,306.07,3.78,D,0,28.2,19.6,36.0,0.0,6.2
39.50291,22.60415,335.77,0.41,0.45,2015-08-05,l,308.07,3.56,D,0,28.2,19.6,36.0,0.0,6.2
39.48072,22.37116,338.27,0.4,0.44,2015-08-05,n,305.98,4.69,D,0,28.2,19.6,36.0,0.0,6.2
39.47396,22.30121,334.31,0.4,0.44,2015-08-05,l,308.09,2.87,D,0,28.2,19.6,36.0,0.0,6.2
39.50664,22.42419,344.74,0.4,0.44,2015-08-05,n,309.28,4.62,D,0,28.2,19.6,36.0,0.0,6.2
39.55296,22.49143,337.95,0.4,0.45,2015-08-05,l,308.45,4.2,D,0,28.2,19.6,36.0,0.0,6.2
39.55251,22.4866,345.59,0.4,0.45,2015-08-05,n,310.39,4.2,D,0,28.2,19.6,36.0,0.0,6.2
38.56708,23.29702,315.04,0.4,0.37,2015-08-06,n,293.95,1.5,N,3,28.9,25.0,33.0,0.0,14.4
38.56435,23.29166,314.99,0.4,0.37,2015-08-06,n,294.49,3.54,N,3,28.9,25.0,33.0,0.0,14.4
38.12983,23.52469,321.01,0.39,0.37,2015-08-06,n,297.15,3.14,N,0,30.7,27.0,35.0,0.0,19.2
38.56371,23.29631,312.94,0.4,0.37,2015-08-06,n,293.71,1.5,N,0,28.9,25.0,33.0,0.0,14.4
39.60057,19.79809,355.68,0.39,0.36,2015-08-06,n,284.03,22.1,D,0,29.7,22.0,36.0,0.3,5.4
39.59727,19.79893,340.54,0.39,0.36,2015-08-06,n,305.26,53.43,D,0,29.7,22.0,36.0,0.3,5.4
39.70852,20.74601,336.65,0.38,0.36,2015-08-06,n,301.9,2.85,D,0,25.5,17.0,31.0,0.0,11.2
39.46665,22.65367,355.31,0.41,0.37,2015-08-06,n,311.42,13.32,D,0,27.0,20.0,33.4,15.0,9.3
39.46326,22.65443,343.76,0.41,0.37,2015-08-06,n,310.0,4.73,D,0,27.0,20.0,33.4,15.0,9.3
39.45923,22.6504,341.76,0.41,0.37,2015-08-06,n,308.16,4.73,D,0,27.0,20.0,33.4,15.0,9.3
39.45584,22.65115,340.84,0.41,0.37,2015-08-06,n,308.35,23.81,D,0,27.0,20.0,33.4,15.0,9.3
39.45521,22.64641,367.0,0.41,0.37,2015-08-06,h,325.26,73.08,D,0,27.0,20.0,33.4,15.0,9.3
39.33871,22.60677,337.7,0.4,0.37,2015-08-06,l,307.92,3.45,D,0,28.5,22.0,35.0,0.0,14.3
37.96058,23.39772,318.92,0.39,0.44,2015-08-06,n,294.28,0.87,N,0,30.7,27.0,35.0,0.0,19.2
38.56666,23.29516,312.3,0.4,0.44,2015-08-06,n,293.15,1.72,N,0,28.9,25.0,33.0,0.0,14.4
38.12824,23.52626,314.56,0.39,0.44,2015-08-06,n,295.71,2.07,N,2,30.7,27.0,35.0,0.0,19.2
38.12843,23.52452,315.42,0.39,0.44,2015-08-06,n,296.02,2.62,N,2,30.7,27.0,35.0,0.0,19.2
38.56605,23.2906,321.79,0.79,0.78,2015-08-07,n,287.18,7.79,N,3,27.5,25.0,30.0,0.0,14.8
38.56548,23.29542,317.01,0.79,0.78,2015-08-07,n,287.22,6.76,N,0,27.5,25.0,30.0,0.0,14.8
38.56358,23.29796,303.26,0.79,0.78,2015-08-07,n,286.77,4.69,N,0,27.5,25.0,30.0,0.0,14.8
38.07292,20.76546,334.72,0.5,0.41,2015-08-07,n,303.34,2.19,D,0,31.3,27.9,34.2,0.0,7.2
38.13028,23.52469,331.69,0.41,0.37,2015-08-07,l,304.99,2.55,D,0,29.7,27.0,33.0,0.0,20.4
38.12938,23.52513,312.65,0.34,0.56,2015-08-07,n,292.01,0.8,N,2,29.7,27.0,33.0,0.0,20.4
38.82043,20.89111,347.06,0.54,0.51,2015-08-08,n,307.8,9.22,D,0,29.4,24.0,34.0,0.0,20.9
38.79257,20.89832,344.3,0.54,0.51,2015-08-08,n,303.82,10.89,D,0,29.4,24.0,34.0,0.0,20.9
38.79061,20.89023,356.99,0.54,0.51,2015-08-08,n,303.64,10.89,D,0,29.4,24.0,34.0,0.0,20.9
38.79696,20.89607,333.65,0.54,0.51,2015-08-08,l,304.72,7.28,D,0,29.4,24.0,34.0,0.0,20.9
38.80726,20.8979,351.62,0.54,0.51,2015-08-08,n,311.01,19.79,D,0,29.4,24.0,34.0,0.0,20.9
38.81157,20.8953,330.67,0.54,0.51,2015-08-08,l,304.18,19.79,D,0,29.4,24.0,34.0,0.0,20.9
38.81105,20.89363,333.86,0.63,0.72,2015-08-08,n,297.98,5.98,D,0,29.4,24.0,34.0,0.0,20.9
39.56194,22.4316,330.91,0.77,0.77,2015-08-08,n,297.5,7.16,D,0,25.1,19.8,31.0,32.8,11.4
39.55457,22.43167,343.91,0.77,0.77,2015-08-08,n,296.25,7.19,D,0,25.1,19.8,31.0,32.8,11.4
39.56186,22.4323,335.58,0.77,0.77,2015-08-08,n,297.45,7.04,D,0,25.1,19.8,31.0,32.8,11.4
39.55465,22.43101,347.8,0.77,0.77,2015-08-08,n,296.18,11.09,D,0,25.1,19.8,31.0,32.8,11.4
38.13091,23.52384,301.33,0.62,0.72,2015-08-08,n,288.25,0.76,N,0,28.7,26.0,32.0,0.0,23.2
39.63947,20.19862,307.91,0.54,0.42,2015-08-09,n,292.67,2.08,N,0,28.7,22.0,34.0,0.0,7.6
38.12788,23.52545,302.73,0.56,0.52,2015-08-09,n,290.31,0.77,N,2,29.2,26.0,34.0,0.0,19.0
37.96079,23.40097,315.35,0.56,0.51,2015-08-09,n,290.75,1.76,N,2,29.2,26.0,34.0,0.0,19.0
39.47382,22.42631,333.17,0.38,0.58,2015-08-09,n,300.22,2.4,D,0,25.5,17.8,32.6,0.0,4.9
39.50353,22.45093,345.15,0.37,0.58,2015-08-09,n,302.05,4.86,D,0,25.5,17.8,32.6,0.0,4.9
39.49502,22.35402,367.0,0.38,0.59,2015-08-09,h,298.96,5.65,D,0,25.5,17.8,32.6,0.0,4.9
39.49648,22.35359,336.63,0.38,0.59,2015-08-09,n,297.68,4.03,D,0,25.5,17.8,32.6,0.0,4.9
39.55421,22.35241,338.56,0.38,0.59,2015-08-09,n,297.94,4.65,D,0,25.5,17.8,32.6,0.0,4.9
41.00465,24.88573,338.02,0.52,0.5,2015-08-09,n,301.31,2.57,D,0,26.3,19.0,33.0,0.0,8.9
41.00909,24.88391,334.19,0.52,0.5,2015-08-09,n,301.49,2.57,D,0,26.3,19.0,33.0,0.0,8.9
39.45319,22.43564,345.38,0.38,0.58,2015-08-09,n,301.96,3.52,D,0,25.5,17.8,32.6,0.0,4.9
39.45835,22.43334,337.45,0.38,0.58,2015-08-09,n,299.95,3.52,D,0,25.5,17.8,32.6,0.0,4.9
39.4687,22.42879,346.16,0.38,0.58,2015-08-09,n,300.4,3.4,D,0,25.5,17.8,32.6,0.0,4.9
40.96745,24.5336,334.8,0.57,0.69,2015-08-09,n,295.65,4.72,D,0,26.3,19.0,33.0,0.0,8.9
39.34633,22.26264,333.89,0.42,0.61,2015-08-09,n,297.36,3.21,D,0,25.5,17.8,32.6,0.0,4.9
39.55097,22.42969,337.59,0.43,0.62,2015-08-09,n,302.47,4.17,D,0,25.5,17.8,32.6,0.0,4.9
40.96719,24.53242,337.86,0.57,0.69,2015-08-09,n,295.94,5.52,D,0,26.3,19.0,33.0,0.0,8.9
39.44647,22.51194,311.11,0.44,0.38,2015-08-10,n,285.16,1.29,N,0,26.0,18.0,34.0,0.0,4.5
38.12902,23.5227,309.19,0.5,0.41,2015-08-10,n,291.76,1.13,N,2,29.0,25.0,34.4,0.0,11.9
37.96064,23.403,310.34,0.49,0.41,2015-08-10,n,291.08,2.1,N,2,29.0,25.0,34.4,0.0,11.9
39.45232,22.50368,328.09,0.64,0.72,2015-08-10,n,294.15,2.58,D,0,26.0,18.0,34.0,0.0,4.5
39.30636,22.66251,354.37,0.49,0.49,2015-08-10,n,302.02,44.27,D,0,26.4,21.0,32.0,0.0,9.5
39.30584,22.65628,336.16,0.49,0.49,2015-08-10,n,289.74,17.49,D,0,26.4,21.0,32.0,0.0,9.5
39.3028,22.66073,341.02,0.49,0.49,2015-08-10,n,293.03,7.54,D,0,26.4,21.0,32.0,0.0,9.5
39.30732,22.66023,353.98,0.49,0.49,2015-08-10,n,302.95,54.53,D,0,26.4,21.0,32.0,0.0,9.5
39.38203,22.46019,345.66,0.48,0.48,2015-08-10,n,300.08,22.83,D,0,26.0,18.0,34.0,0.0,4.5
39.37917,22.45927,342.46,0.48,0.48,2015-08-10,n,298.96,14.85,D,0,26.0,18.0,34.0,0.0,4.5
39.45374,22.5417,342.66,0.49,0.48,2015-08-10,n,299.69,5.36,D,0,26.0,18.0,34.0,0.0,4.5
39.54163,22.31736,345.76,0.48,0.48,2015-08-10,n,303.87,5.92,D,0,26.0,18.0,34.0,0.0,4.5
40.23131,21.53845,344.46,0.44,0.46,2015-08-10,n,303.53,4.91,D,0,23.3,17.1,30.4,0.0,1.7
38.12852,23.52423,315.01,0.38,0.36,2015-08-11,n,292.98,1.6,N,2,28.5,21.8,34.0,0.0,7.5
39.52132,22.47416,305.52,0.39,0.36,2015-08-11,n,289.65,0.81,N,0,26.9,18.5,36.2,0.0,3.0
38.56516,23.29613,324.52,0.38,0.36,2015-08-11,n,295.99,7.88,N,0,27.5,20.0,34.0,0.0,3.8
38.56583,23.29174,317.86,0.38,0.36,2015-08-11,n,295.61,6.55,N,0,27.5,20.0,34.0,0.0,3.8
39.54594,22.34499,347.2,0.44,0.38,2015-08-11,n,311.11,3.0,D,0,26.9,18.5,36.2,0.0,3.0
38.56527,23.29354,338.84,0.47,0.39,2015-08-11,n,305.63,2.16,D,0,27.5,20.0,34.0,0.0,3.8
39.35485,22.48345,340.7,0.44,0.39,2015-08-11,n,311.16,52.45,D,0,27.4,20.0,34.0,0.0,9.5
39.35777,22.4775,367.0,0.44,0.39,2015-08-11,h,346.58,157.35,D,0,26.9,18.5,36.2,0.0,3.0
39.35839,22.48268,367.0,0.44,0.39,2015-08-11,l,325.62,52.45,D,0,26.9,18.5,36.2,0.0,3.0
39.36193,22.48192,337.6,0.44,0.39,2015-08-11,n,310.09,6.41,D,0,26.9,18.5,36.2,0.0,3.0
39.39777,22.44825,342.03,0.44,0.39,2015-08-11,l,316.1,9.18,D,0,26.9,18.5,36.2,0.0,3.0
39.45774,22.5074,337.9,0.45,0.39,2015-08-11,l,311.03,3.38,D,0,26.9,18.5,36.2,0.0,3.0
39.55852,22.55742,338.94,0.45,0.39,2015-08-11,n,308.79,3.1,D,0,26.9,18.5,36.2,0.0,3.0
39.5565,22.55532,337.64,0.45,0.39,2015-08-11,l,310.0,3.11,D,0,26.9,18.5,36.2,0.0,3.0
39.36131,22.47675,345.79,0.44,0.39,2015-08-11,n,312.11,10.19,D,0,26.9,18.5,36.2,0.0,3.0
39.46857,22.36118,302.79,0.57,0.43,2015-08-12,n,289.21,0.39,N,0,27.1,19.6,35.0,0.0,5.3
38.56425,23.29186,306.93,0.51,0.41,2015-08-12,n,294.02,1.75,N,0,28.5,22.0,34.0,0.0,5.0
38.12767,23.52569,302.46,0.49,0.4,2015-08-12,n,291.03,0.5,N,2,28.9,23.0,35.0,0.0,8.3
38.41329,23.68614,336.53,0.38,0.36,2015-08-12,l,307.37,6.07,D,0,28.5,22.0,34.0,0.0,5.0
38.56617,23.29484,333.22,0.39,0.36,2015-08-12,l,306.03,2.14,D,0,28.5,22.0,34.0,0.0,5.0
39.39495,22.35572,339.36,0.39,0.36,2015-08-12,n,309.09,3.36,D,0,27.1,19.6,35.0,0.0,5.3
39.47653,22.37742,344.73,0.39,0.36,2015-08-12,n,309.19,6.99,D,0,27.1,19.6,35.0,0.0,5.3
39.54046,22.62288,336.76,0.39,0.36,2015-08-12,l,311.5,3.44,D,0,27.1,19.6,35.0,0.0,5.3
39.54304,22.6175,337.24,0.39,0.36,2015-08-12,l,311.23,3.44,D,0,27.1,19.6,35.0,0.0,5.3
39.53228,22.50797,352.83,0.39,0.36,2015-08-12,n,314.04,13.52,D,0,27.1,19.6,35.0,0.0,5.3
39.55873,22.34207,339.15,0.39,0.36,2015-08-12,l,309.53,14.09,D,0,27.1,19.6,35.0,0.0,5.3
40.70329,22.81837,333.01,0.38,0.36,2015-08-12,l,306.86,1.94,D,0,27.7,20.0,35.2,0.0,10.1
39.47266,22.51105,301.18,0.33,0.55,2015-08-12,n,288.53,0.62,N,0,27.1,19.6,35.0,0.0,5.3
39.47093,22.51253,303.47,0.33,0.55,2015-08-12,n,288.56,0.6,N,0,27.1,19.6,35.0,0.0,5.3
38.12913,23.52692,303.45,0.56,0.52,2015-08-12,n,292.19,1.15,N,2,28.9,23.0,35.0,0.0,8.3
39.58612,22.43558,353.16,0.55,0.42,2015-08-13,n,305.06,12.44,D,0,26.8,19.0,34.3,0.0,7.4
39.60096,22.24774,330.67,0.56,0.43,2015-08-13,n,298.19,1.31,D,0,26.8,19.0,34.3,0.0,7.4
39.59361,22.31235,342.04,0.55,0.43,2015-08-13,n,303.4,19.39,D,0,26.8,19.0,34.3,0.0,7.4
39.58975,22.31365,353.8,0.55,0.43,2015-08-13,n,308.0,19.39,D,0,26.8,19.0,34.3,0.0,7.4
39.6532,22.64403,335.74,0.53,0.42,2015-08-13,n,299.5,2.88,D,0,26.8,19.0,34.3,0.0,7.4
39.58738,22.42177,343.25,0.55,0.43,2015-08-13,n,302.98,7.23,D,0,26.8,19.0,34.3,0.0,7.4
39.58995,22.43426,349.36,0.55,0.42,2015-08-13,n,305.99,49.74,D,0,26.8,19.0,34.3,0.0,7.4
39.5887,22.44808,330.42,0.55,0.42,2015-08-13,l,302.8,3.1,D,0,26.8,19.0,34.3,0.0,7.4
39.57604,22.48581,343.53,0.54,0.42,2015-08-13,n,303.76,6.28,D,0,26.8,19.0,34.3,0.0,7.4
39.57222,22.48712,339.03,0.54,0.42,2015-08-13,n,304.13,2.96,D,0,26.8,19.0,34.3,0.0,7.4
39.51714,22.41954,352.53,0.55,0.43,2015-08-13,n,304.97,8.84,D,0,26.8,19.0,34.3,0.0,7.4
39.51845,22.42575,352.99,0.55,0.43,2015-08-13,n,305.87,12.67,D,0,26.8,19.0,34.3,0.0,7.4
39.51332,22.42091,351.7,0.55,0.43,2015-08-13,n,305.81,8.84,D,0,26.8,19.0,34.3,0.0,7.4
39.51762,22.42088,350.16,0.55,0.43,2015-08-13,n,304.87,7.86,D,0,26.8,19.0,34.3,0.0,7.4
39.51889,22.42711,345.24,0.55,0.43,2015-08-13,n,305.84,7.86,D,0,26.8,19.0,34.3,0.0,7.4
39.51379,22.42226,355.1,0.55,0.43,2015-08-13,n,306.29,22.84,D,0,26.8,19.0,34.3,0.0,7.4
39.51125,22.42985,344.69,0.55,0.43,2015-08-13,n,308.5,22.84,D,0,26.8,19.0,34.3,0.0,7.4
39.52145,22.49983,346.5,0.55,0.42,2015-08-13,n,305.8,8.97,D,0,26.8,19.0,34.3,0.0,7.4
39.54531,22.61699,335.37,0.54,0.42,2015-08-13,n,304.88,2.58,D,0,26.8,19.0,34.3,0.0,7.4
39.49461,22.40877,332.85,0.55,0.43,2015-08-13,l,303.89,2.08,D,0,26.8,19.0,34.3,0.0,7.4
39.52895,22.57656,331.23,0.54,0.42,2015-08-13,l,303.98,1.92,D,0,26.8,19.0,34.3,0.0,7.4
39.44388,22.50063,340.44,0.55,0.42,2015-08-13,n,302.99,4.64,D,0,26.8,19.0,34.3,0.0,7.4
39.42832,22.46542,344.98,0.55,0.43,2015-08-13,n,306.06,10.11,D,0,26.8,19.0,34.3,0.0,7.4
39.41805,22.4556,346.73,0.55,0.43,2015-08-13,n,311.5,39.44,D,0,26.8,19.0,34.3,0.0,7.4
39.41938,22.46189,340.93,0.55,0.43,2015-08-13,n,305.25,39.44,D,0,26.8,19.0,34.3,0.0,7.4
39.42067,22.46808,353.31,0.55,0.43,2015-08-13,n,309.37,31.62,D,0,26.8,19.0,34.3,0.0,7.4
39.42197,22.47431,337.14,0.55,0.43,2015-08-13,n,301.43,31.62,D,0,26.8,19.0,34.3,0.0,7.4
39.41423,22.45698,353.57,0.55,0.43,2015-08-13,n,310.2,8.13,D,0,26.8,19.0,34.3,0.0,7.4
39.41555,22.46323,337.97,0.55,0.43,2015-08-13,n,298.76,8.13,D,0,26.8,19.0,34.3,0.0,7.4
39.42932,22.46673,337.37,0.55,0.43,2015-08-13,n,305.29,8.78,D,0,26.8,19.0,34.3,0.0,7.4
39.42422,22.46182,337.55,0.55,0.43,2015-08-13,n,306.94,8.78,D,0,26.8,19.0,34.3,0.0,7.4
39.41911,22.4569,350.05,0.55,0.43,2015-08-13,n,305.94,52.52,D,0,26.8,19.0,34.3,0.0,7.4
39.42039,22.46319,339.0,0.55,0.43,2015-08-13,n,305.56,26.56,D,0,26.8,19.0,34.3,0.0,7.4
39.42166,22.4694,355.53,0.55,0.43,2015-08-13,n,309.95,26.56,D,0,26.8,19.0,34.3,0.0,7.4
39.42294,22.47566,335.2,0.55,0.43,2015-08-13,n,295.67,9.67,D,0,26.8,19.0,34.3,0.0,7.4
39.41529,22.45828,367.0,0.55,0.43,2015-08-13,h,312.07,52.52,D,0,26.8,19.0,34.3,0.0,7.4
39.37657,22.36977,333.01,0.56,0.43,2015-08-13,n,301.36,2.94,D,0,26.8,19.0,34.3,0.0,7.4
38.31926,23.62136,348.05,0.51,0.41,2015-08-13,n,307.51,13.29,D,0,26.9,20.0,34.0,0.0,5.1
38.31552,23.62246,331.66,0.51,0.41,2015-08-13,l,304.65,2.08,D,0,26.9,20.0,34.0,0.0,5.1
39.52999,22.51425,300.46,0.59,0.7,2015-08-13,n,287.16,1.83,N,0,26.8,19.0,34.3,0.0,7.4
37.96361,23.39928,314.56,0.52,0.67,2015-08-13,n,288.67,3.06,N,3,29.0,22.8,35.0,0.0,5.1
38.12954,23.52278,302.88,0.51,0.66,2015-08-13,n,289.1,0.89,N,0,29.0,22.8,35.0,0.0,5.1
39.45223,22.2604,298.13,0.61,0.71,2015-08-13,n,286.24,1.01,N,0,26.8,19.0,34.3,0.0,7.4
39.58287,22.45303,304.12,0.55,0.51,2015-08-14,n,288.37,0.91,N,0,26.3,18.7,35.2,0.0,6.2
38.12866,23.52375,302.74,0.34,0.56,2015-08-14,n,290.58,0.48,N,2,28.5,22.8,34.4,0.0,8.7
39.5301,22.5185,317.7,0.56,0.51,2015-08-14,n,289.32,3.21,N,0,26.3,18.7,35.2,0.0,6.2
39.58628,22.45249,301.77,0.55,0.51,2015-08-14,n,288.44,1.05,N,0,26.3,18.7,35.2,0.0,6.2
39.58527,22.43645,343.9,0.62,0.54,2015-08-14,n,301.79,8.04,D,0,26.3,18.7,35.2,0.0,6.2
39.52685,22.47855,367.0,0.62,0.54,2015-08-14,h,305.59,20.17,D,0,26.3,18.7,35.2,0.0,6.2
39.52032,22.47362,334.65,0.62,0.54,2015-08-14,n,302.68,2.83,D,0,26.3,18.7,35.2,0.0,6.2
39.52204,22.48043,342.18,0.62,0.54,2015-08-14,n,304.59,4.13,D,0,26.3,18.7,35.2,0.0,6.2
39.46201,22.51499,341.47,0.62,0.54,2015-08-14,n,300.96,8.77,D,0,26.3,18.7,35.2,0.0,6.2
39.46128,22.51609,339.72,0.62,0.54,2015-08-14,n,301.14,6.98,D,0,26.3,18.7,35.2,0.0,6.2
39.39505,22.50514,342.08,0.62,0.54,2015-08-14,n,294.81,17.46,D,0,26.3,18.7,35.2,0.0,6.2
39.29905,22.46517,347.26,0.53,0.67,2015-08-14,n,297.59,12.33,D,0,27.7,22.0,34.0,0.0,9.2
39.55216,22.15877,324.82,0.48,0.4,2015-08-15,n,291.3,3.2,N,0,26.9,19.0,35.5,0.0,5.4
39.35649,22.48909,298.42,0.5,0.41,2015-08-15,n,288.27,0.53,N,0,27.7,21.0,34.0,0.0,15.6
39.54637,22.16858,302.03,0.48,0.4,2015-08-15,n,290.75,0.84,N,0,26.9,19.0,35.5,0.0,5.4
39.4792,22.6236,301.6,0.5,0.41,2015-08-15,n,290.13,0.61,N,0,26.9,19.0,35.5,0.0,5.4
39.47552,22.62228,303.71,0.5,0.41,2015-08-15,n,290.35,0.61,N,0,26.9,19.0,35.5,0.0,5.4
39.47879,22.58639,327.89,0.5,0.41,2015-08-15,n,291.13,2.33,N,0,26.9,19.0,35.5,0.0,5.4
39.47514,22.585,330.09,0.5,0.41,2015-08-15,n,291.01,2.33,N,0,26.9,19.0,35.5,0.0,5.4
39.55474,22.16523,311.73,0.48,0.4,2015-08-15,n,289.68,1.1,N,0,26.9,19.0,35.5,0.0,5.4
39.47147,22.58365,302.92,0.5,0.41,2015-08-15,n,290.28,0.36,N,0,26.9,19.0,35.5,0.0,5.4
39.5485,22.1578,326.31,0.48,0.4,2015-08-15,n,290.95,3.55,N,0,26.9,19.0,35.5,0.0,5.4
39.54744,22.1632,302.05,0.48,0.4,2015-08-15,n,291.08,0.84,N,0,26.9,19.0,35.5,0.0,5.4
39.48611,22.58909,308.47,0.5,0.41,2015-08-15,n,289.92,1.17,N,0,26.9,19.0,35.5,0.0,5.4
39.3615,22.48735,333.04,0.54,0.68,2015-08-15,n,295.48,5.49,D,0,26.9,19.0,35.5,0.0,5.4
39.46058,22.57506,342.77,0.53,0.67,2015-08-15,n,299.08,13.21,D,0,26.9,19.0,35.5,0.0,5.4
39.48166,22.62288,328.89,0.53,0.67,2015-08-15,l,299.71,4.57,D,0,26.9,19.0,35.5,0.0,5.4
39.48002,22.61741,349.59,0.53,0.67,2015-08-15,n,298.9,4.57,D,0,26.9,19.0,35.5,0.0,5.4
39.46973,22.58303,332.6,0.53,0.67,2015-08-15,n,299.92,7.17,D,0,26.9,19.0,35.5,0.0,5.4
39.45133,22.37422,336.47,0.54,0.68,2015-08-15,n,297.75,3.25,D,0,26.9,19.0,35.5,0.0,5.4
39.52583,22.52975,330.03,0.53,0.67,2015-08-15,n,299.05,2.71,D,0,26.9,19.0,35.5,0.0,5.4
39.54147,22.35599,329.29,0.54,0.68,2015-08-15,n,299.24,3.94,D,0,26.9,19.0,35.5,0.0,5.4
39.60817,22.31341,336.22,0.54,0.68,2015-08-15,n,295.73,4.25,D,0,26.9,19.0,35.5,0.0,5.4
38.56546,23.29569,343.51,0.32,0.54,2015-08-15,n,300.08,1.48,D,0,27.2,22.0,34.0,0.0,3.4
39.35974,22.48909,335.4,0.59,0.53,2015-08-15,n,299.22,5.9,D,0,26.9,19.0,35.5,0.0,5.4
39.47099,22.5745,340.65,0.59,0.53,2015-08-15,n,303.93,8.41,D,0,26.9,19.0,35.5,0.0,5.4
39.47998,22.63169,344.4,0.6,0.53,2015-08-15,n,304.1,14.95,D,0,26.9,19.0,35.5,0.0,5.4
39.46756,22.57389,336.55,0.59,0.53,2015-08-15,n,303.54,13.73,D,0,26.9,19.0,35.5,0.0,5.4
39.48116,22.63085,345.58,0.6,0.53,2015-08-15,n,303.28,13.21,D,0,26.9,19.0,35.5,0.0,5.4
39.48421,22.58523,321.12,0.38,0.36,2015-08-16,n,291.08,1.6,N,0,27.2,19.6,36.2,0.0,5.6
37.96227,23.40143,311.2,0.4,0.37,2015-08-16,n,294.35,1.46,N,2,28.8,23.0,35.0,0.0,5.5
38.13083,23.52447,311.67,0.4,0.37,2015-08-16,n,293.25,1.22,N,0,28.8,23.0,35.0,0.0,5.5
39.46863,22.27192,303.79,0.38,0.36,2015-08-16,n,290.49,0.65,N,0,27.2,19.6,36.2,0.0,5.6
39.35443,22.98578,307.09,0.39,0.36,2015-08-16,n,291.46,0.93,N,2,27.7,22.0,34.0,0.0,19.0
39.46919,22.50733,309.43,0.38,0.36,2015-08-16,n,290.21,0.86,N,0,27.2,19.6,36.2,0.0,5.6
39.59725,22.51542,340.37,0.51,0.41,2015-08-16,n,307.94,4.3,D,0,27.2,19.6,36.2,0.0,5.6
39.60106,22.51475,341.61,0.51,0.41,2015-08-16,n,310.67,5.31,D,0,27.2,19.6,36.2,0.0,5.6
39.58897,22.4373,342.69,0.51,0.41,2015-08-16,n,309.39,6.63,D,0,27.2,19.6,36.2,0.0,5.6
39.58961,22.44328,340.84,0.51,0.41,2015-08-16,n,309.29,6.63,D,0,27.2,19.6,36.2,0.0,5.6
39.58263,22.41401,348.65,0.51,0.41,2015-08-16,n,306.92,9.02,D,0,27.2,19.6,36.2,0.0,5.6
39.58327,22.42001,348.35,0.51,0.41,2015-08-16,n,308.21,9.02,D,0,27.2,19.6,36.2,0.0,5.6
39.57312,22.3609,367.0,0.51,0.41,2015-08-16,h,310.97,15.34,D,0,27.2,19.6,36.2,0.0,5.6
39.58391,22.49935,349.17,0.51,0.41,2015-08-16,n,311.82,19.6,D,0,27.2,19.6,36.2,0.0,5.6
