latitude,longitude,brightness,scan,track,acq_date,confidence,bright_t31,frp,daynight,type,tavg,tmin,tmax,prcp,wspd
38.13069,23.52478,304.83,0.43,0.38,2015-05-01,n,285.87,1.24,N,2,19.3,13.8,26.0,0.0,9.8
39.38534,22.80522,297.14,0.4,0.37,2015-05-01,n,282.07,0.36,N,2,16.6,10.0,23.0,0.0,9.9
39.35399,22.98343,305.06,0.41,0.37,2015-05-01,n,285.75,1.04,N,0,16.6,10.0,23.0,0.0,9.9
39.38512,22.80717,298.1,0.4,0.37,2015-05-01,n,283.08,0.62,N,2,16.6,10.0,23.0,0.0,9.9
40.70039,22.9525,295.63,0.4,0.37,2015-05-01,n,283.54,0.58,N,0,16.9,9.8,24.3,0.0,10.4
39.35382,22.98642,305.11,0.41,0.37,2015-05-01,n,285.88,1.01,N,0,16.6,10.0,23.0,0.0,9.9
39.1664,22.84678,297.08,0.4,0.37,2015-05-01,n,281.93,0.72,N,0,16.6,10.0,23.0,0.0,9.9
39.35612,22.98386,300.73,0.41,0.37,2015-05-02,n,287.38,0.36,N,2,18.1,10.0,24.0,0.0,9.8
39.16609,22.84369,295.89,0.42,0.37,2015-05-02,n,283.74,0.82,N,0,18.1,10.0,24.0,0.0,9.8
37.96016,23.40067,297.55,0.4,0.37,2015-05-02,n,286.37,0.55,N,0,19.1,12.0,26.0,0.0,7.7
38.12999,23.52564,322.2,0.4,0.37,2015-05-02,n,289.34,2.1,N,2,19.1,12.0,26.0,0.0,7.7
39.35454,22.984,299.77,0.43,0.46,2015-05-02,n,286.29,0.74,N,0,18.1,10.0,24.0,0.0,9.8
38.03918,23.51128,299.83,0.39,0.44,2015-05-02,n,289.5,0.65,N,2,19.1,12.0,26.0,0.0,7.7
38.12868,23.52308,304.09,0.39,0.44,2015-05-02,n,287.3,0.81,N,2,19.1,12.0,26.0,0.0,7.7
40.70412,22.81589,335.21,0.4,0.37,2015-05-03,n,300.95,2.82,D,0,19.0,9.8,28.0,0.5,9.2
40.90432,24.83192,335.78,0.38,0.36,2015-05-03,n,300.33,3.17,D,0,16.7,10.0,23.0,0.0,4.5
39.38693,22.80758,295.96,0.39,0.59,2015-05-03,n,282.93,0.49,N,2,19.5,12.0,25.0,0.0,11.6
38.03945,23.51097,297.05,0.35,0.57,2015-05-03,n,284.31,0.88,N,2,20.1,12.4,26.8,0.0,9.9
38.12748,23.52423,311.7,0.35,0.57,2015-05-03,n,283.36,0.78,N,2,20.1,12.4,26.8,0.0,9.9
38.12893,23.52673,330.07,0.42,0.45,2015-05-04,l,304.04,1.63,D,2,20.2,12.4,27.2,0.0,7.9
38.12943,23.52413,298.31,0.63,0.72,2015-05-04,n,282.15,0.55,N,2,20.2,12.4,27.2,0.0,7.9
39.38555,22.80921,295.4,0.48,0.48,2015-05-05,n,284.41,0.3,N,2,19.1,13.0,24.0,0.0,8.3
38.12889,23.52361,300.5,0.55,0.51,2015-05-05,n,283.96,1.12,N,2,21.7,14.2,29.0,0.0,7.0
38.56453,23.29585,304.77,0.53,0.5,2015-05-05,n,286.42,0.98,N,0,19.5,12.0,28.0,0.0,3.3
37.96104,23.40039,310.41,0.55,0.51,2015-05-05,n,286.19,1.43,N,0,21.7,14.2,29.0,0.0,7.0
40.69806,22.95223,298.33,0.43,0.38,2015-05-06,n,287.94,0.76,N,0,21.3,13.5,30.0,0.0,8.7
39.67012,22.69301,302.47,0.44,0.38,2015-05-06,n,282.52,0.43,N,0,22.1,12.0,33.2,0.0,3.2
39.35569,22.98741,298.23,0.45,0.39,2015-05-06,n,285.64,0.45,N,0,20.7,14.0,27.0,0.0,8.2
38.56512,23.29632,323.34,0.47,0.4,2015-05-06,n,289.18,1.67,N,0,21.5,14.0,30.0,0.0,4.4
38.12963,23.52726,312.54,0.49,0.4,2015-05-06,n,289.1,1.84,N,2,23.4,15.8,31.0,0.0,4.5
40.90474,24.71291,325.13,0.46,0.63,2015-05-06,l,297.2,1.09,D,0,21.0,15.4,26.0,0.0,4.7
38.56599,23.2963,330.91,0.52,0.5,2015-05-06,n,304.34,4.48,D,0,21.5,14.0,30.0,0.0,4.4
38.56433,23.29574,331.93,0.52,0.5,2015-05-06,n,305.06,4.41,D,0,21.5,14.0,30.0,0.0,4.4
40.23238,21.53965,342.9,0.44,0.46,2015-05-06,n,309.08,3.84,D,0,22.0,14.0,31.0,0.0,4.4
40.23051,21.53729,342.5,0.44,0.46,2015-05-06,n,308.2,3.38,D,0,22.0,14.0,31.0,0.0,4.4
40.70673,22.81633,299.75,0.39,0.37,2015-05-07,n,275.13,0.65,N,0,21.8,15.0,28.0,0.0,9.4
37.96161,23.40237,310.14,0.38,0.36,2015-05-07,n,291.39,0.63,N,0,24.3,17.0,31.2,0.0,5.7
38.12885,23.52649,322.37,0.38,0.36,2015-05-07,n,292.57,1.31,N,2,24.3,17.0,31.2,0.0,5.7
39.16886,22.8422,303.22,0.39,0.36,2015-05-07,n,291.23,0.84,N,0,21.0,15.0,28.0,0.0,8.5
39.35515,22.98734,304.09,0.39,0.36,2015-05-07,n,291.34,0.6,N,0,21.0,15.0,28.0,0.0,8.5
37.96972,23.56718,305.04,0.49,0.4,2015-05-08,n,291.86,1.04,N,0,24.4,21.0,28.0,0.0,17.8
38.56743,23.29313,320.8,0.51,0.41,2015-05-08,n,290.8,1.6,N,3,21.0,16.0,25.0,0.0,11.2
38.56363,23.29248,300.85,0.51,0.41,2015-05-08,n,290.7,0.71,N,0,21.0,16.0,25.0,0.0,11.2
38.1313,23.52442,303.73,0.5,0.41,2015-05-08,n,291.29,1.07,N,2,24.4,21.0,28.0,0.0,17.8
38.12756,23.52367,303.77,0.5,0.41,2015-05-08,n,290.59,1.07,N,2,24.4,21.0,28.0,0.0,17.8
38.13066,23.5256,334.24,0.39,0.36,2015-05-08,l,307.32,3.88,D,2,24.4,21.0,28.0,0.0,17.8
38.44333,23.56898,335.89,0.39,0.36,2015-05-08,n,303.27,2.54,D,0,21.0,16.0,25.0,0.0,11.2
38.12827,23.52563,308.26,0.57,0.52,2015-05-08,n,288.82,2.17,N,2,24.4,21.0,28.0,0.0,17.8
38.13133,23.5254,302.66,0.57,0.52,2015-05-08,n,288.21,1.37,N,2,24.4,21.0,28.0,0.0,17.8
37.08803,21.62651,306.91,0.36,0.57,2015-05-08,n,286.33,0.46,N,0,20.1,16.3,23.5,0.0,4.2
38.5662,23.29241,307.59,0.55,0.68,2015-05-09,n,286.21,2.07,N,0,19.8,13.0,26.0,0.0,8.4
38.12804,23.52415,297.02,0.58,0.7,2015-05-09,n,285.37,0.7,N,2,23.6,19.0,29.6,0.0,14.6
37.95984,23.40401,307.22,0.58,0.7,2015-05-09,n,285.94,1.18,N,0,23.6,19.0,29.6,0.0,14.6
38.30312,23.65781,330.14,0.52,0.41,2015-05-09,l,303.78,4.19,D,0,19.8,13.0,26.0,0.0,8.4
38.56483,23.29433,319.67,0.56,0.43,2015-05-11,n,287.63,3.0,N,0,15.0,12.0,20.0,0.0,9.3
38.13045,23.52632,305.32,0.39,0.44,2015-05-11,n,286.03,1.09,N,2,18.9,15.4,22.0,0.0,16.6
40.69846,22.9514,297.66,0.38,0.36,2015-05-12,n,282.12,0.6,N,0,18.3,12.0,24.2,13.7,9.8
38.12772,23.52381,297.59,0.4,0.37,2015-05-12,n,284.48,0.63,N,2,19.2,16.0,22.4,0.0,23.1
38.13105,23.5247,304.7,0.4,0.37,2015-05-12,n,283.65,0.68,N,2,19.2,16.0,22.4,0.0,23.1
37.15612,21.65452,332.42,0.45,0.39,2015-05-12,n,298.02,1.78,D,0,19.9,12.2,23.8,12.2,8.2
39.35395,22.9866,298.87,0.46,0.39,2015-05-13,n,288.63,0.87,N,0,18.6,12.0,25.0,0.0,13.4
38.13008,23.52763,306.15,0.43,0.38,2015-05-13,n,285.76,1.11,N,2,20.0,13.4,25.0,0.0,15.7
38.1307,23.52281,302.43,0.43,0.38,2015-05-13,n,285.42,1.11,N,2,20.0,13.4,25.0,0.0,15.7
38.12974,23.52554,330.84,0.39,0.36,2015-05-13,n,299.92,2.83,D,2,20.0,13.4,25.0,0.0,15.7
38.03781,23.78303,345.69,0.39,0.36,2015-05-13,n,305.56,3.25,D,0,22.3,16.6,28.6,0.0,15.7
38.07535,23.63332,297.83,0.46,0.47,2015-05-13,n,282.35,0.36,N,0,20.0,13.4,25.0,0.0,15.7
38.12933,23.52776,296.14,0.47,0.48,2015-05-13,n,284.41,1.0,N,2,20.0,13.4,25.0,0.0,15.7
38.1298,23.52254,305.83,0.47,0.48,2015-05-13,n,285.12,1.0,N,2,20.0,13.4,25.0,0.0,15.7
39.16879,22.84296,298.54,0.52,0.5,2015-05-13,n,282.34,1.39,N,0,18.6,12.0,25.0,0.0,13.4
38.56805,23.29778,301.03,0.44,0.62,2015-05-14,n,287.35,1.45,N,3,19.7,8.0,28.0,0.0,8.6
38.56829,23.29229,316.52,0.44,0.62,2015-05-14,n,288.17,1.45,N,3,19.7,8.0,28.0,0.0,8.6
37.9604,23.40048,297.93,0.43,0.62,2015-05-14,n,287.77,0.3,N,0,20.0,11.8,26.6,0.0,11.7
38.12889,23.52229,302.47,0.43,0.62,2015-05-14,n,288.0,1.3,N,2,20.0,11.8,26.6,0.0,11.7
40.69893,22.95148,305.46,0.32,0.55,2015-05-15,n,287.78,0.53,N,0,20.0,13.0,27.6,0.0,9.0
39.35597,22.98384,301.31,0.35,0.57,2015-05-15,n,290.0,0.79,N,0,21.0,15.0,26.0,0.0,9.9
37.95904,23.40189,300.15,0.4,0.6,2015-05-15,n,287.96,0.27,N,0,21.9,14.0,28.0,0.0,7.0
38.07269,23.63935,295.32,0.41,0.61,2015-05-15,n,285.16,0.13,N,0,21.9,14.0,28.0,0.0,7.0
39.35466,22.98598,303.53,0.35,0.57,2015-05-15,n,290.62,0.92,N,0,21.0,15.0,26.0,0.0,9.9
39.38482,22.80771,301.58,0.4,0.44,2015-05-16,n,288.2,0.58,N,0,20.0,14.0,26.0,0.0,10.1
39.35319,22.98371,302.54,0.41,0.45,2015-05-16,n,290.41,0.94,N,0,20.0,14.0,26.0,0.0,10.1
39.38801,22.80713,299.26,0.4,0.44,2015-05-16,n,287.91,0.35,N,2,20.0,14.0,26.0,0.0,10.1
38.13022,23.52502,303.33,0.46,0.47,2015-05-16,n,286.67,1.09,N,2,19.7,15.0,24.0,0.0,7.6
39.16633,22.84603,305.77,0.41,0.45,2015-05-16,n,285.95,1.4,N,0,20.0,14.0,26.0,0.0,10.1
40.69918,22.94942,301.18,0.4,0.37,2015-05-17,n,288.17,0.44,N,0,21.2,15.0,27.0,0.0,8.9
38.12827,23.52366,311.66,0.43,0.38,2015-05-17,n,285.81,1.51,N,2,20.3,13.8,26.2,0.0,5.6
38.56377,23.29203,302.75,0.4,0.37,2015-05-18,n,290.41,1.8,N,0,19.1,11.0,28.0,0.0,8.2
38.13032,23.5249,322.71,0.4,0.37,2015-05-18,n,290.15,2.21,N,2,21.3,12.4,29.0,0.0,6.0
39.36936,22.88173,336.04,0.41,0.37,2015-05-18,l,306.88,1.6,D,0,20.0,13.0,26.0,0.0,8.5
38.56818,23.29679,337.44,0.41,0.37,2015-05-18,n,306.23,7.52,D,3,19.1,11.0,28.0,0.0,8.2
39.38549,22.80525,295.38,0.7,0.75,2015-05-20,n,284.89,0.41,N,2,21.0,14.0,27.0,0.0,11.3
38.13182,23.52485,300.31,0.63,0.72,2015-05-20,n,286.13,0.99,N,2,22.5,18.0,28.0,0.0,10.1
38.12676,23.52478,295.47,0.63,0.72,2015-05-20,n,285.14,0.98,N,2,22.5,18.0,28.0,0.0,10.1
38.56245,23.29496,301.98,0.53,0.5,2015-05-21,n,287.76,3.12,N,0,22.0,15.0,30.0,0.0,4.5
40.70052,22.95074,299.2,0.46,0.47,2015-05-21,n,287.13,0.72,N,0,22.1,16.0,28.0,0.0,10.5
38.56674,23.29269,338.01,0.53,0.5,2015-05-21,n,289.85,4.95,N,3,22.0,15.0,30.0,0.0,4.5
38.56544,23.29806,298.39,0.53,0.5,2015-05-21,n,286.89,4.95,N,0,22.0,15.0,30.0,0.0,4.5
38.56689,23.29693,337.9,0.53,0.5,2015-05-21,n,288.47,3.12,N,3,22.0,15.0,30.0,0.0,4.5
39.38728,22.80574,316.42,0.45,0.39,2015-05-22,n,285.74,1.12,N,2,21.1,17.0,26.0,0.0,7.9
39.35327,22.98589,303.24,0.45,0.39,2015-05-22,n,289.8,1.08,N,0,21.1,17.0,26.0,0.0,7.9
38.13045,23.52417,307.86,0.5,0.41,2015-05-22,n,285.7,1.23,N,2,23.0,18.0,29.8,0.0,4.2
40.70575,22.81545,301.76,0.39,0.36,2015-05-23,n,289.4,0.8,N,0,22.1,16.0,28.0,0.0,9.0
39.3544,22.98466,306.8,0.39,0.36,2015-05-23,n,292.18,0.98,N,0,22.6,14.0,29.0,0.0,11.6
38.5641,23.29253,308.72,0.38,0.36,2015-05-23,n,291.37,2.22,N,0,22.2,15.0,29.0,0.0,5.8
38.13052,23.52726,314.21,0.38,0.36,2015-05-23,n,289.98,0.6,N,2,22.4,15.8,28.2,0.0,5.6
38.12722,23.52643,299.79,0.38,0.36,2015-05-23,n,286.08,0.6,N,2,22.4,15.8,28.2,0.0,5.6
38.56739,23.29335,329.31,0.38,0.36,2015-05-23,n,290.83,2.22,N,3,22.2,15.0,29.0,0.0,5.8
39.16722,22.84363,303.13,0.39,0.36,2015-05-23,n,288.2,1.08,N,0,22.6,14.0,29.0,0.0,11.6
39.38574,22.80868,300.34,0.39,0.36,2015-05-23,n,289.52,0.24,N,2,22.6,14.0,29.0,0.0,11.6
38.56627,23.29619,343.96,0.46,0.39,2015-05-23,n,306.6,5.36,D,0,22.2,15.0,29.0,0.0,5.8
39.16756,22.8424,301.63,0.54,0.42,2015-05-24,n,288.29,0.68,N,0,21.6,15.0,27.0,0.0,13.8
39.35432,22.98523,301.34,0.54,0.42,2015-05-24,n,290.83,1.02,N,0,21.6,15.0,27.0,0.0,13.8
38.56618,23.29617,329.6,0.51,0.41,2015-05-24,n,292.83,3.63,N,0,21.5,15.0,28.0,0.0,6.6
38.13014,23.52487,317.28,0.49,0.41,2015-05-24,n,290.69,2.36,N,2,23.5,18.0,29.0,0.0,12.9
38.12983,23.52422,314.13,0.49,0.41,2015-05-24,n,289.77,2.14,N,2,23.5,18.0,29.0,0.0,12.9
39.16782,22.84218,298.81,0.54,0.42,2015-05-24,n,288.28,1.47,N,0,21.6,15.0,27.0,0.0,13.8
38.56837,23.2966,334.99,0.39,0.36,2015-05-24,n,298.13,4.6,D,3,21.5,15.0,28.0,0.0,6.6
38.56507,23.29747,334.76,0.39,0.36,2015-05-24,n,302.84,3.33,D,0,21.5,15.0,28.0,0.0,6.6
38.56437,23.29305,333.2,0.39,0.36,2015-05-24,n,298.2,3.21,D,0,21.5,15.0,28.0,0.0,6.6
40.69926,22.95076,300.31,0.32,0.55,2015-05-24,n,287.07,0.45,N,0,22.4,15.0,28.0,0.0,11.6
39.16844,22.84413,297.62,0.63,0.54,2015-05-24,n,286.11,1.8,N,0,21.6,15.0,27.0,0.0,13.8
38.5652,23.29186,312.93,0.59,0.53,2015-05-24,n,290.8,2.62,N,0,21.5,15.0,28.0,0.0,6.6
38.13131,23.52187,302.25,0.57,0.52,2015-05-24,n,287.5,0.88,N,2,23.5,18.0,29.0,0.0,12.9
39.38672,22.80619,304.88,0.32,0.55,2015-05-24,n,288.3,0.61,N,2,21.6,15.0,27.0,0.0,13.8
39.35446,22.98437,299.56,0.51,0.66,2015-05-25,n,288.02,0.43,N,0,22.8,16.0,29.0,0.0,15.4
37.9605,23.40204,302.92,0.58,0.7,2015-05-25,n,287.1,0.4,N,0,22.9,16.2,28.0,0.0,15.3
37.96158,23.40175,300.43,0.58,0.7,2015-05-25,n,286.88,0.57,N,0,22.9,16.2,28.0,0.0,15.3
38.56497,23.29312,314.2,0.56,0.68,2015-05-25,n,288.74,2.59,N,0,21.3,13.0,28.0,0.0,9.1
38.56131,23.29049,299.53,0.56,0.68,2015-05-25,n,286.34,2.4,N,2,21.3,13.0,28.0,0.0,9.1
40.94801,24.60749,347.04,0.43,0.38,2015-05-25,n,298.82,4.34,D,0,20.6,15.0,25.0,0.0,10.9
38.5663,23.29436,342.05,0.53,0.67,2015-05-25,n,289.36,6.18,N,0,21.3,13.0,28.0,0.0,9.1
38.13078,23.52188,300.73,0.52,0.67,2015-05-25,n,287.26,0.95,N,2,22.9,16.2,28.0,0.0,15.3
39.35578,22.98265,300.22,0.59,0.53,2015-05-26,n,288.28,0.46,N,0,21.7,15.0,27.0,0.0,13.6
40.69854,22.953,297.96,0.55,0.51,2015-05-26,n,286.89,0.4,N,0,20.6,13.0,26.0,0.0,10.1
38.13052,23.52754,296.4,0.34,0.56,2015-05-26,n,285.02,0.46,N,2,20.9,15.8,27.0,0.0,7.6
38.12927,23.52651,312.91,0.39,0.44,2015-05-27,n,287.0,0.99,N,2,21.1,15.0,26.0,0.0,8.2
39.35433,22.98572,302.15,0.52,0.42,2015-05-27,n,288.17,0.95,N,0,19.0,16.0,24.0,0.0,7.4
39.35286,22.98363,299.9,0.52,0.42,2015-05-27,n,287.92,1.18,N,0,19.0,16.0,24.0,0.0,7.4
39.16688,22.84398,301.4,0.52,0.41,2015-05-27,n,286.17,0.96,N,0,19.0,16.0,24.0,0.0,7.4
39.16864,22.84402,301.66,0.52,0.42,2015-05-27,n,287.1,1.59,N,0,19.0,16.0,24.0,0.0,7.4
38.56573,23.29344,339.55,0.56,0.43,2015-05-27,n,289.21,8.29,N,0,18.6,13.0,25.0,0.0,3.9
35.50463,23.92938,299.48,0.43,0.38,2015-05-28,n,287.96,0.44,N,0,20.1,17.4,23.0,0.0,28.7
38.12824,23.5229,316.22,0.43,0.38,2015-05-29,n,285.46,1.7,N,2,18.0,16.0,21.2,0.0,13.8
37.96115,23.3981,307.95,0.43,0.38,2015-05-29,n,286.22,0.86,N,0,18.0,16.0,21.2,0.0,13.8
38.03467,23.59378,299.14,0.46,0.47,2015-05-29,n,285.26,1.09,N,0,18.0,16.0,21.2,0.0,13.8
38.56717,23.29737,297.85,0.44,0.62,2015-05-30,n,286.21,1.17,N,3,17.3,10.0,24.0,0.0,4.7
40.73663,22.8307,320.0,0.48,0.65,2015-05-30,n,284.07,2.25,N,0,18.3,9.6,26.0,0.0,13.3
38.13282,23.5251,296.41,0.42,0.61,2015-05-30,n,284.09,0.47,N,2,19.3,13.0,25.0,0.0,8.0
38.12711,23.52408,303.59,0.42,0.61,2015-05-30,n,283.5,0.53,N,2,19.3,13.0,25.0,0.0,8.0
38.56741,23.29203,307.67,0.44,0.62,2015-05-30,n,288.33,1.17,N,3,17.3,10.0,24.0,0.0,4.7
38.13066,23.52602,297.9,0.41,0.6,2015-05-31,n,284.04,0.6,N,2,20.0,13.0,26.0,0.0,7.3
39.35318,22.98275,300.78,0.36,0.57,2015-05-31,n,287.85,0.78,N,0,19.4,12.0,26.0,0.0,12.4
39.38865,22.80795,314.69,0.35,0.57,2015-05-31,n,284.31,0.74,N,2,19.4,12.0,26.0,0.0,12.4
39.16549,22.84497,301.04,0.35,0.57,2015-05-31,n,283.78,1.22,N,0,19.4,12.0,26.0,0.0,12.4
38.56662,23.2923,313.09,0.39,0.59,2015-05-31,n,288.66,1.3,N,0,19.2,10.0,26.0,0.0,6.4
38.56553,23.29627,303.49,0.39,0.59,2015-05-31,n,285.69,1.3,N,0,19.2,10.0,26.0,0.0,6.4
38.5652,23.29205,313.87,0.39,0.59,2015-05-31,n,288.02,1.5,N,0,19.2,10.0,26.0,0.0,6.4
38.56414,23.29601,303.54,0.39,0.59,2015-05-31,n,285.52,1.5,N,0,19.2,10.0,26.0,0.0,6.4
37.96315,23.40034,301.26,0.46,0.47,2015-06-01,n,277.16,0.99,N,3,22.0,15.6,28.0,0.0,11.4
37.96234,23.40272,300.14,0.43,0.38,2015-06-02,n,280.23,0.92,N,0,23.1,18.0,27.0,0.0,18.4
40.70518,22.8138,298.31,0.4,0.37,2015-06-02,n,288.09,0.55,N,0,22.1,15.6,28.0,0.0,10.3
39.16873,22.84349,299.19,0.41,0.37,2015-06-02,n,283.22,1.73,N,0,20.9,15.0,26.0,0.0,11.2
38.12946,23.52695,310.43,0.43,0.38,2015-06-02,n,277.96,0.93,N,2,23.1,18.0,27.0,0.0,18.4
38.56837,23.29421,304.26,0.4,0.37,2015-06-03,n,280.75,1.33,N,3,21.2,15.0,27.0,0.0,15.3
38.56499,23.29347,315.33,0.4,0.37,2015-06-03,n,283.44,1.33,N,0,21.2,15.0,27.0,0.0,15.3
37.96054,23.40185,325.45,0.4,0.37,2015-06-03,n,289.62,0.88,N,0,24.6,22.0,29.0,0.0,22.4
38.13019,23.52668,322.82,0.4,0.37,2015-06-03,n,291.53,2.36,N,0,24.6,22.0,29.0,0.0,22.4
38.56429,23.29402,337.1,0.41,0.37,2015-06-03,n,304.17,2.38,D,0,21.2,15.0,27.0,0.0,15.3
38.12925,23.52578,330.38,0.42,0.37,2015-06-03,n,300.24,2.68,D,2,24.6,22.0,29.0,0.0,22.4
37.96076,23.4012,309.26,0.39,0.44,2015-06-03,n,289.52,1.01,N,0,24.6,22.0,29.0,0.0,22.4
38.12918,23.5238,318.37,0.39,0.44,2015-06-03,n,287.84,2.01,N,2,24.6,22.0,29.0,0.0,22.4
38.07234,23.6331,340.7,0.36,0.57,2015-06-06,n,292.67,3.31,D,0,23.7,22.0,27.0,0.0,17.6
38.07337,23.63703,329.93,0.36,0.57,2015-06-06,n,292.83,3.31,D,0,23.7,22.0,27.0,0.0,17.6
38.06831,23.63467,298.31,0.5,0.41,2015-06-07,n,283.93,1.15,N,0,22.8,20.0,25.6,0.0,16.6
38.03814,23.51029,299.97,0.5,0.41,2015-06-07,n,289.92,2.19,N,0,22.8,20.0,25.6,0.0,16.6
37.96129,23.40164,298.79,0.38,0.36,2015-06-08,n,274.91,0.62,N,0,22.1,19.4,25.0,0.0,21.3
38.12859,23.52511,298.11,0.38,0.36,2015-06-08,n,271.03,0.43,N,2,22.1,19.4,25.0,0.0,21.3
38.07063,23.63243,330.02,0.38,0.36,2015-06-08,n,285.48,4.83,N,0,22.1,19.4,25.0,0.0,21.3
38.06995,23.63677,332.27,0.38,0.36,2015-06-08,n,284.13,4.35,N,0,22.1,19.4,25.0,0.0,21.3
38.07035,23.63392,348.51,0.47,0.4,2015-06-08,n,305.71,9.2,D,0,22.1,19.4,25.0,0.0,21.3
38.07253,23.63517,306.55,0.49,0.4,2015-06-09,n,286.7,1.12,N,0,22.1,17.0,26.2,0.0,9.3
38.13193,23.52332,299.25,0.49,0.4,2015-06-09,n,285.73,0.84,N,0,22.1,17.0,26.2,0.0,9.3
38.12822,23.52244,304.7,0.49,0.4,2015-06-09,n,285.52,1.56,N,2,22.1,17.0,26.2,0.0,9.3
38.06884,23.63442,320.2,0.49,0.4,2015-06-09,n,287.77,2.96,N,0,22.1,17.0,26.2,0.0,9.3
38.07012,23.63384,341.87,0.39,0.36,2015-06-09,n,303.33,3.74,D,0,22.1,17.0,26.2,0.0,9.3
38.12943,23.52477,306.22,0.57,0.52,2015-06-09,n,285.42,2.07,N,2,22.1,17.0,26.2,0.0,9.3
38.07285,23.63455,297.92,0.56,0.51,2015-06-09,n,284.87,1.37,N,0,22.1,17.0,26.2,0.0,9.3
40.70631,22.81623,301.2,0.46,0.64,2015-06-10,n,284.22,0.8,N,0,22.7,16.2,27.6,1.8,9.6
40.70454,22.81582,301.72,0.46,0.64,2015-06-10,n,284.2,0.79,N,0,22.7,16.2,27.6,1.8,9.6
38.56621,23.29464,310.02,0.56,0.69,2015-06-10,n,285.11,2.6,N,0,21.9,14.0,29.0,0.0,4.3
38.12866,23.52479,296.25,0.59,0.7,2015-06-10,n,283.08,0.47,N,2,23.4,19.0,29.0,0.0,8.1
38.12778,23.52523,295.81,0.59,0.7,2015-06-10,n,283.07,0.54,N,2,23.4,19.0,29.0,0.0,8.1
37.96029,23.39777,311.4,0.52,0.67,2015-06-10,n,286.53,0.97,N,2,23.4,19.0,29.0,0.0,8.1
38.56425,23.29669,300.1,0.53,0.67,2015-06-10,n,287.01,1.44,N,0,21.9,14.0,29.0,0.0,4.3
38.12835,23.5216,296.02,0.51,0.66,2015-06-10,n,284.23,0.92,N,2,23.4,19.0,29.0,0.0,8.1
38.56645,23.29274,313.06,0.32,0.55,2015-06-11,n,288.49,1.42,N,0,21.7,15.0,27.0,0.0,6.3
38.5656,23.29605,314.11,0.32,0.55,2015-06-11,n,287.7,1.42,N,0,21.7,15.0,27.0,0.0,6.3
38.13026,23.52585,306.44,0.34,0.56,2015-06-11,n,286.65,0.65,N,0,23.6,18.0,28.6,0.0,12.0
40.70091,22.94989,300.25,0.5,0.41,2015-06-12,n,288.32,0.63,N,0,24.6,17.2,31.0,0.0,9.6
38.12724,23.52566,302.4,0.39,0.44,2015-06-12,n,287.51,0.37,N,2,26.2,20.0,31.0,0.0,16.0
38.56884,23.29371,300.18,0.56,0.43,2015-06-12,n,288.48,1.19,N,3,23.3,16.0,29.0,0.0,10.1
38.565,23.29232,313.6,0.56,0.43,2015-06-12,n,290.09,1.19,N,0,23.3,16.0,29.0,0.0,10.1
38.56651,23.29267,316.12,0.56,0.43,2015-06-12,n,290.08,2.99,N,0,23.3,16.0,29.0,0.0,10.1
38.1312,23.52687,302.31,0.39,0.44,2015-06-12,n,288.55,0.5,N,0,26.2,20.0,31.0,0.0,16.0
37.96244,23.4011,312.15,0.39,0.44,2015-06-12,n,288.91,0.77,N,0,26.2,20.0,31.0,0.0,16.0
40.70694,22.81631,301.01,0.38,0.36,2015-06-13,n,289.85,0.79,N,0,24.6,19.0,32.0,0.0,12.3
37.96322,23.39953,315.38,0.4,0.37,2015-06-13,n,292.72,0.59,N,3,27.4,20.6,33.0,0.0,13.3
39.38782,22.80813,305.29,0.39,0.36,2015-06-13,n,288.95,0.83,N,2,24.4,19.0,31.0,0.0,13.4
39.35568,22.98473,304.38,0.39,0.36,2015-06-13,n,291.97,0.77,N,2,24.4,19.0,31.0,0.0,13.4
38.56526,23.29185,308.56,0.39,0.36,2015-06-13,n,294.77,1.61,N,0,24.1,15.0,31.0,0.0,6.5
38.56452,23.29627,308.7,0.39,0.36,2015-06-13,n,292.52,1.01,N,0,24.1,15.0,31.0,0.0,6.5
38.13044,23.52739,310.17,0.4,0.37,2015-06-13,n,292.55,0.96,N,0,27.4,20.6,33.0,0.0,13.3
38.12711,23.52648,300.9,0.4,0.37,2015-06-13,n,288.65,0.96,N,2,27.4,20.6,33.0,0.0,13.3
37.9599,23.39862,304.34,0.4,0.37,2015-06-13,n,292.3,0.45,N,2,27.4,20.6,33.0,0.0,13.3
37.08676,21.62883,299.43,0.38,0.36,2015-06-13,n,288.75,0.35,N,0,23.2,16.8,27.1,0.0,7.0
38.16701,23.38453,342.29,0.54,0.42,2015-06-13,n,308.81,8.06,D,0,27.4,20.6,33.0,0.0,13.3
37.08187,21.63413,339.05,0.45,0.39,2015-06-13,n,305.64,6.71,D,0,23.2,16.8,27.1,0.0,7.0
37.08543,21.63343,367.0,0.45,0.39,2015-06-13,h,346.64,74.34,D,0,23.2,16.8,27.1,0.0,7.0
37.08604,21.63849,338.85,0.45,0.39,2015-06-13,n,307.75,74.34,D,0,23.2,16.8,27.1,0.0,7.0
37.08483,21.62845,337.66,0.45,0.39,2015-06-13,n,312.33,26.85,D,0,23.2,16.8,27.1,0.0,7.0
37.089,21.6328,335.6,0.45,0.39,2015-06-13,n,304.47,74.34,D,0,23.2,16.8,27.1,0.0,7.0
37.08839,21.62781,344.01,0.45,0.39,2015-06-13,n,311.22,26.85,D,0,23.2,16.8,27.1,0.0,7.0
