time,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_max
2016-03-30,20.8,11.6,0.0,9.0,92
2016-03-30,23.0,7.5,0.0,7.6,97
2016-03-30,22.9,7.4,0.0,7.6,97
2016-03-30,22.2,8.9,0.0,9.1,99
2016-03-30,20.8,7.5,0.0,9.8,95
2016-03-31,20.2,11.3,0.0,11.5,100
2016-03-31,22.1,9.9,0.0,12.2,96
2016-03-31,24.7,7.6,0.0,7.9,100
2016-03-31,21.8,11.8,0.0,16.0,94
2016-03-31,23.6,9.6,0.0,7.1,99
2016-03-31,20.9,10.3,0.0,6.8,99
2016-03-31,20.6,11.5,0.0,11.5,100
2016-03-31,21.0,10.8,0.0,11.5,100
2016-03-31,21.5,11.3,0.0,10.3,100
2016-03-31,21.3,4.5,0.0,8.2,99
2016-03-31,21.3,4.5,0.0,8.2,99
2016-03-31,20.6,3.6,0.0,8.2,98
2016-03-31,23.6,6.1,0.0,9.6,95
2016-03-31,22.4,11.0,0.0,7.8,85
2016-03-31,22.4,11.0,0.0,7.8,85
2016-03-31,23.6,6.1,0.0,9.6,95
2016-03-31,23.7,6.2,0.0,9.6,95
2016-03-31,20.6,7.8,0.0,12.6,98
2016-04-01,21.0,8.5,0.0,8.5,100
2016-04-01,25.4,8.2,0.0,7.0,98
2016-04-01,20.5,8.1,0.0,8.5,100
2016-04-01,21.4,11.6,0.0,10.4,98
2016-04-01,22.3,11.1,0.0,8.1,100
2016-04-01,24.3,10.6,0.0,8.5,92
2016-04-01,21.6,10.3,0.0,6.8,98
2016-04-01,11.3,10.8,0.0,18.0,91
2016-04-01,16.5,14.7,0.0,22.2,86
2016-04-01,19.3,9.3,0.0,8.5,100
2016-04-01,19.3,9.3,0.0,8.5,100
2016-04-01,11.2,10.6,0.0,18.0,91
2016-04-02,22.7,10.8,0.0,6.2,99
2016-04-02,23.1,11.9,0.0,7.1,100
2016-04-02,21.7,11.8,0.0,7.8,99
2016-04-02,24.5,9.0,0.0,8.9,97
2016-04-02,24.5,8.9,0.0,8.9,97
2016-04-02,20.3,11.8,0.0,7.0,99
2016-04-02,24.9,12.6,0.0,7.6,89
2016-04-02,24.5,9.0,0.0,8.9,97
2016-04-02,24.5,9.0,0.0,8.9,97
2016-04-02,22.0,12.2,0.0,7.8,99
2016-04-03,18.6,13.8,0.0,7.6,88
2016-04-03,17.1,7.0,0.0,9.7,97
2016-04-03,14.1,11.0,0.0,16.9,80
2016-04-03,14.8,10.8,0.0,44.0,80
2016-04-03,14.5,10.9,0.0,44.0,82
2016-04-03,14.7,3.8,0.0,8.2,100
2016-04-03,14.1,11.1,0.0,18.0,80
2016-04-03,14.1,11.1,0.0,18.0,80
2016-04-03,16.4,10.2,0.0,18.0,97
2016-04-03,16.5,11.3,0.0,15.8,96
2016-04-03,19.1,11.8,0.0,15.9,95
2016-04-03,16.6,11.4,0.0,15.8,96
2016-04-04,23.6,9.9,0.0,9.1,90
2016-04-04,23.1,10.6,0.0,11.6,80
2016-04-04,22.9,11.9,0.0,9.2,84
2016-04-04,19.2,10.6,0.0,11.8,89
2016-04-04,21.6,7.5,0.0,8.0,93
2016-04-04,23.5,9.4,0.0,9.8,99
2016-04-04,13.9,10.4,0.0,9.2,87
2016-04-04,21.5,7.4,0.0,8.0,93
2016-04-04,22.8,9.4,0.0,13.0,93
2016-04-04,16.4,11.1,0.0,11.8,85
2016-04-04,20.0,6.3,0.0,12.7,69
2016-04-04,19.8,4.4,0.0,12.7,80
2016-04-04,13.9,10.4,0.0,9.2,87
2016-04-04,21.6,7.5,0.0,8.0,93
2016-04-05,24.6,11.3,0.0,7.9,89
2016-04-05,22.0,11.7,0.0,8.3,87
2016-04-05,24.3,10.9,0.0,5.4,90
2016-04-05,22.4,13.2,0.0,7.9,79
2016-04-05,23.7,13.0,0.0,7.9,74
2016-04-05,17.9,11.8,0.0,9.0,88
2016-04-05,21.8,12.0,0.0,10.1,96
2016-04-05,15.8,11.8,0.0,9.0,88
2016-04-06,25.1,12.2,0.0,6.9,89
2016-04-06,26.8,12.4,0.0,6.9,89
2016-04-06,26.7,12.3,0.0,6.9,89
2016-04-06,26.6,12.2,0.0,6.9,89
2016-04-06,26.8,16.4,0.0,6.4,85
2016-04-06,26.6,12.3,0.0,6.9,89
2016-04-06,24.9,13.1,0.0,8.7,93
2016-04-07,24.7,13.3,0.0,11.2,89
2016-04-07,27.0,17.4,0.0,13.9,72
2016-04-07,24.2,13.7,0.0,9.4,78
2016-04-07,27.6,12.6,0.0,11.4,78
2016-04-07,21.6,14.5,0.0,13.5,78
2016-04-07,25.3,14.1,0.0,11.4,81
2016-04-07,25.2,15.1,0.0,12.7,86
2016-04-07,25.2,15.5,0.0,12.7,82
2016-04-07,25.3,16.0,0.0,12.1,86
2016-04-07,25.3,16.0,0.0,12.1,86
2016-04-07,23.2,10.6,0.0,10.5,82
2016-04-07,24.4,10.5,0.0,20.5,81
2016-04-07,24.3,11.1,0.0,10.5,85
2016-04-07,25.0,13.6,0.0,11.2,89
2016-04-07,24.4,13.4,0.0,11.3,96
2016-04-08,23.6,12.2,0.0,15.9,85
2016-04-08,26.1,16.9,0.0,22.2,77
2016-04-08,21.6,14.1,0.1,12.8,91
2016-04-08,19.3,9.7,2.7,10.5,81
2016-04-08,21.0,14.3,0.0,10.0,89
2016-04-08,20.1,11.0,0.7,12.7,78
2016-04-08,20.3,12.1,0.4,7.0,80
2016-04-08,21.5,14.4,0.1,12.8,86
2016-04-08,20.6,12.2,0.0,32.9,86
2016-04-08,22.5,11.1,0.0,7.7,99
2016-04-08,22.9,8.7,0.0,11.9,96
2016-04-08,21.2,13.2,0.0,13.6,88
2016-04-08,20.5,13.7,0.4,7.0,87
2016-04-08,21.1,14.2,0.1,12.8,90
2016-04-09,24.0,12.3,0.5,12.0,82
2016-04-10,21.4,10.3,0.7,15.1,96
2016-04-10,18.7,13.1,1.1,12.7,79
2016-04-11,20.7,11.8,0.0,16.4,79
2016-04-11,21.8,12.2,0.0,15.3,82
2016-04-11,21.7,11.3,0.0,15.3,85
2016-04-11,20.3,10.6,0.0,16.4,84
2016-04-11,21.9,10.1,0.0,21.6,92
2016-04-11,22.0,8.4,0.6,15.2,86
2016-04-11,22.2,8.6,0.6,15.2,86
2016-04-11,17.7,5.4,0.0,18.6,97
2016-04-11,20.6,12.1,0.2,23.2,79
2016-04-12,20.4,14.3,0.0,11.2,81
2016-04-12,25.5,9.9,0.0,11.2,95
2016-04-12,25.4,9.8,0.0,11.2,95
2016-04-12,25.2,10.9,0.0,14.8,98
2016-04-12,23.8,11.8,0.0,11.9,93
2016-04-12,23.9,11.8,0.0,11.9,93
2016-04-12,24.7,13.2,0.0,15.5,91
2016-04-12,23.1,13.7,0.0,10.9,87
2016-04-12,25.1,13.7,0.0,12.5,91
2016-04-12,24.4,9.7,0.0,14.1,84
2016-04-12,24.3,12.9,0.0,10.4,81
2016-04-12,22.4,15.5,0.0,37.6,91
2016-04-12,25.0,9.0,0.0,14.1,87
2016-04-12,25.2,9.4,0.0,11.7,99
2016-04-12,20.8,14.6,0.0,14.5,84
2016-04-12,23.3,9.6,0.0,12.3,88
2016-04-12,24.5,10.1,0.0,11.6,86
2016-04-12,25.0,9.0,0.0,14.1,87
2016-04-13,29.7,10.9,0.0,8.0,89
2016-04-13,27.5,13.9,0.0,15.0,81
2016-04-13,29.9,11.1,0.0,8.0,89
2016-04-13,23.1,12.3,0.0,13.8,91
2016-04-13,26.3,13.3,0.0,8.0,90
2016-04-13,28.5,13.3,0.0,8.0,90
2016-04-13,26.3,13.3,0.0,7.6,86
2016-04-13,25.4,15.5,0.0,13.7,88
2016-04-13,24.2,13.7,0.0,10.8,90
2016-04-13,23.4,10.8,0.0,8.6,96
2016-04-13,22.7,11.3,0.0,13.6,97
2016-04-13,17.7,8.5,0.0,8.6,96
2016-04-13,29.8,11.0,0.0,8.0,89
2016-04-13,26.4,13.4,0.0,7.6,86
2016-04-13,24.0,13.5,0.0,10.8,90
2016-04-13,24.1,13.6,0.0,10.8,90
2016-04-13,29.9,11.1,0.0,8.0,89
2016-04-14,30.2,11.5,0.0,19.9,88
2016-04-14,20.2,7.5,0.0,20.3,89
2016-04-14,17.3,12.9,0.0,11.2,95
2016-04-15,23.3,12.6,0.0,17.1,75
2016-04-15,26.9,12.7,0.0,14.4,84
2016-04-15,20.2,15.6,0.0,16.8,74
2016-04-15,23.9,11.4,0.0,18.3,81
2016-04-15,23.9,11.3,0.0,18.3,81
2016-04-15,25.2,12.2,0.0,16.1,73
2016-04-15,20.6,12.1,0.0,18.4,96
2016-04-15,23.6,11.6,0.0,15.3,81
2016-04-15,26.8,12.5,0.0,10.1,76
2016-04-15,26.8,12.5,0.0,10.1,76
2016-04-15,18.8,14.1,0.0,17.6,92
2016-04-15,23.0,11.9,0.0,16.9,74
2016-04-16,25.4,15.3,0.0,8.0,82
2016-04-16,19.8,14.0,0.0,10.5,82
2016-04-16,25.5,14.6,0.0,11.8,73
2016-04-16,29.8,11.7,0.0,8.0,84
2016-04-16,29.8,11.7,0.0,8.0,84
2016-04-16,28.4,16.4,0.0,10.2,70
2016-04-16,26.3,15.7,0.0,10.7,81
2016-04-16,23.8,12.5,0.0,13.2,80
2016-04-17,26.7,14.5,0.0,8.7,86
2016-04-17,21.7,14.1,0.0,9.0,89
2016-04-17,31.2,13.3,0.0,7.9,73
2016-04-17,31.2,13.3,0.0,7.9,73
2016-04-17,31.2,13.3,0.0,7.9,73
2016-04-17,23.7,14.8,0.0,11.6,82
2016-04-17,27.5,15.0,0.0,6.8,83
2016-04-17,30.2,16.6,0.0,7.4,70
2016-04-17,31.0,13.1,0.0,7.9,73
2016-04-17,18.6,14.4,0.0,10.8,95
2016-04-17,16.3,11.0,0.0,9.4,93
2016-04-17,27.5,11.7,0.0,9.6,84
2016-04-17,26.9,13.7,0.0,9.6,87
2016-04-18,27.0,14.8,0.0,9.7,75
2016-04-18,29.8,16.5,0.0,7.4,80
2016-04-18,29.3,16.0,0.0,12.3,82
2016-04-18,22.3,14.3,0.0,9.4,90
2016-04-18,32.3,15.5,0.0,8.2,58
2016-04-18,24.3,15.6,0.0,10.2,83
2016-04-18,31.4,19.1,0.0,6.6,62
2016-04-18,29.4,13.2,0.0,7.4,84
2016-04-18,26.2,9.9,0.0,11.0,93
2016-04-18,29.0,12.5,0.0,5.2,75
2016-04-18,27.0,14.4,0.0,8.0,96
2016-04-18,28.3,10.8,0.0,7.3,77
2016-04-18,27.5,10.4,0.0,4.9,76
2016-04-18,24.2,12.2,0.0,15.3,94
2016-04-18,27.5,15.4,0.0,11.9,88
2016-04-18,29.3,16.9,0.0,10.8,81
2016-04-18,32.3,15.5,0.0,8.2,58
2016-04-18,29.7,16.4,0.0,7.4,80
2016-04-19,22.3,16.0,0.0,18.8,87
2016-04-19,19.3,12.7,0.0,20.9,94
2016-04-19,25.9,14.0,0.0,13.0,75
2016-04-19,28.3,15.7,0.0,12.8,76
2016-04-19,20.9,17.8,0.0,25.6,75
2016-04-19,27.2,18.7,0.0,14.1,81
2016-04-19,27.6,15.7,0.0,15.6,72
2016-04-20,22.3,16.8,0.0,26.3,60
2016-04-20,25.5,16.2,0.0,19.6,76
2016-04-20,25.0,10.5,0.0,8.7,65
2016-04-20,18.5,16.9,0.0,32.0,89
2016-04-20,19.1,17.5,0.0,32.0,89
2016-04-20,18.5,16.9,0.0,32.0,89
2016-04-20,21.3,12.3,0.0,13.8,79
2016-04-20,22.2,11.3,0.0,26.9,78
2016-04-20,23.3,12.8,0.0,18.1,80
2016-04-20,22.5,15.5,0.0,22.4,90
2016-04-20,22.5,15.5,0.0,22.4,90
2016-04-20,29.1,16.5,0.0,14.8,75
2016-04-20,29.5,16.1,0.0,13.6,78
2016-04-21,17.1,12.4,0.0,15.0,78
2016-04-21,20.2,15.4,0.0,20.1,69
2016-04-21,18.7,12.4,0.0,21.1,68
2016-04-21,19.2,13.2,0.0,18.4,73
2016-04-21,23.2,15.0,0.0,15.9,83
2016-04-21,20.2,13.8,0.0,24.1,86
2016-04-21,21.3,14.9,0.0,24.1,86
2016-04-21,21.4,15.0,0.0,24.1,86
2016-04-21,20.4,14.0,0.0,24.1,86
2016-04-21,20.6,14.2,0.0,24.1,86
2016-04-21,20.5,14.1,0.0,24.1,86
2016-04-21,21.0,14.6,0.0,24.1,86
2016-04-21,21.4,15.0,0.0,24.1,86
2016-04-21,20.9,14.5,0.0,24.1,86
2016-04-21,21.1,14.7,0.0,24.1,86
2016-04-21,21.4,15.0,0.0,24.1,86
2016-04-21,20.2,13.8,0.0,24.1,86
2016-04-21,20.3,13.9,0.0,24.1,86
2016-04-21,23.6,13.6,0.0,15.9,94
2016-04-21,20.3,15.8,0.0,26.6,83
2016-04-21,21.4,16.3,0.0,26.6,90
2016-04-21,18.7,12.6,0.0,29.4,82
2016-04-21,19.2,6.9,0.0,22.5,74
2016-04-21,21.2,14.8,0.0,24.1,86
2016-04-21,23.5,17.1,0.0,24.1,86
2016-04-21,23.5,17.1,0.0,24.1,86
2016-04-21,23.2,16.8,0.0,24.1,86
2016-04-21,23.3,16.9,0.0,24.1,86
2016-04-21,23.0,16.6,0.0,24.1,86
2016-04-21,22.8,16.4,0.0,24.1,86
2016-04-21,23.1,16.7,0.0,24.1,86
2016-04-21,23.1,16.7,0.0,24.1,86
2016-04-21,22.0,15.6,0.0,24.1,86
2016-04-21,21.9,15.5,0.0,24.1,86
2016-04-21,20.6,15.2,0.0,24.1,86
2016-04-21,21.0,14.6,0.0,24.1,86
2016-04-21,21.4,15.0,0.0,24.1,86
2016-04-21,21.3,14.9,0.0,24.1,86
2016-04-21,20.5,14.1,0.0,24.1,86
2016-04-21,20.3,13.9,0.0,24.1,86
2016-04-21,21.4,15.0,0.0,24.1,86
2016-04-21,20.7,14.3,0.0,24.1,86
2016-04-21,19.2,15.0,0.0,35.5,67
2016-04-21,18.8,14.4,0.0,24.0,68
2016-04-21,18.9,14.5,0.0,24.0,68
2016-04-21,18.8,14.4,0.0,24.0,68
2016-04-21,18.8,12.5,0.0,21.1,69
2016-04-21,19.2,6.9,0.0,22.5,74
2016-04-22,23.3,10.8,0.0,6.0,77
2016-04-22,17.8,12.3,0.0,12.3,73
2016-04-22,17.8,12.3,0.0,12.3,73
2016-04-22,23.8,8.6,0.0,9.0,88
2016-04-22,19.1,13.0,0.0,21.7,72
2016-04-22,19.0,12.9,0.0,21.7,72
2016-04-22,20.8,7.8,0.0,12.8,83
2016-04-22,14.4,11.5,0.0,42.8,70
2016-04-22,14.5,11.6,0.0,42.8,70
2016-04-22,15.2,12.3,0.0,42.8,70
2016-04-22,15.6,11.1,0.0,14.8,83
2016-04-23,21.7,13.1,0.0,15.1,95
2016-04-24,24.2,15.7,0.0,19.0,80
2016-04-24,22.0,16.1,0.0,19.4,74
2016-04-24,24.2,15.2,0.0,19.0,82
2016-04-24,19.3,17.4,0.6,24.1,82
2016-04-24,17.4,15.7,0.6,29.8,91
2016-04-24,22.6,13.7,0.4,18.8,84
2016-04-24,24.1,12.3,0.2,19.1,87
2016-04-24,24.1,12.3,0.2,19.1,87
2016-04-24,24.1,12.3,0.2,19.1,87
2016-04-24,22.8,13.9,0.4,18.8,84
2016-04-25,22.1,11.3,0.2,29.7,85
2016-04-25,23.7,13.0,0.0,21.1,84
2016-04-25,23.0,15.0,0.0,19.6,75
2016-04-25,21.7,13.8,0.0,17.2,75
2016-04-25,22.1,15.7,0.6,19.5,88
2016-04-26,17.7,12.8,0.1,26.9,62
2016-04-26,19.2,10.9,0.0,21.7,87
2016-04-26,19.2,11.0,0.0,21.7,87
2016-04-27,24.5,9.3,0.0,16.3,82
2016-04-27,24.6,10.2,0.0,6.6,77
2016-04-27,24.5,10.1,0.0,6.6,77
2016-04-27,22.1,12.7,0.0,10.2,67
2016-04-27,21.9,10.2,0.0,9.6,86
2016-04-27,18.1,11.3,0.0,16.3,86
2016-04-27,18.0,11.2,0.0,16.3,86
2016-04-27,24.5,9.3,0.0,16.3,82
2016-04-27,17.0,2.7,0.0,13.6,73
2016-04-27,18.1,10.2,0.0,13.8,78
2016-04-27,19.2,12.0,0.0,19.3,76
2016-04-28,24.1,10.6,0.0,10.3,89
2016-04-28,20.9,11.2,0.0,13.0,95
2016-04-28,18.5,12.8,0.0,14.2,89
2016-04-28,26.3,12.0,0.0,11.8,68
2016-04-28,26.3,12.0,0.0,11.8,68
2016-04-28,24.3,10.8,0.0,10.3,89
2016-04-28,24.7,14.3,0.0,16.4,81
2016-04-28,18.0,15.0,0.0,19.6,79
2016-04-28,22.0,12.0,0.6,10.6,91
2016-04-29,17.1,13.7,2.1,17.7,97
2016-04-29,24.2,14.7,0.0,9.2,89
2016-04-29,25.0,16.1,0.4,10.3,81
2016-04-29,25.0,16.2,0.4,10.3,81
2016-04-30,20.3,12.4,0.0,10.9,98
2016-04-30,20.4,13.9,0.0,15.9,93
2016-04-30,22.6,16.9,0.0,15.3,89
2016-04-30,17.7,16.7,0.0,38.6,87
2016-04-30,17.3,16.3,0.0,38.6,87
2016-04-30,21.0,18.7,0.0,20.2,82
2016-04-30,20.6,14.1,0.0,15.9,93
2016-04-30,19.3,15.0,0.0,24.6,89
2016-04-30,22.7,13.6,0.0,15.8,93
2016-04-30,23.5,14.0,0.0,16.5,91
2016-04-30,24.0,14.9,0.0,17.5,90
2016-04-30,23.9,14.8,0.0,17.5,90
2016-04-30,23.9,14.8,0.0,17.5,90
2016-04-30,20.6,18.0,0.0,20.2,88
2016-04-30,22.3,16.2,0.0,20.2,93
2016-05-01,24.2,13.5,0.0,9.6,83
2016-05-01,19.1,11.9,0.4,12.6,92
2016-05-01,20.0,12.5,0.3,18.2,93
2016-05-01,17.0,12.5,1.0,14.2,83
2016-05-01,19.2,14.5,0.0,23.5,83
2016-05-01,22.0,10.4,0.6,14.5,94
2016-05-01,22.1,10.5,0.6,14.5,94
2016-05-01,25.0,12.9,0.0,15.8,84
2016-05-01,24.9,13.2,0.0,15.8,80
2016-05-02,19.0,14.2,1.9,23.4,90
2016-05-02,22.8,11.9,7.2,13.3,92
2016-05-02,21.7,11.9,10.1,19.8,95
2016-05-03,20.0,13.5,0.4,17.6,93
2016-05-03,21.0,11.1,0.4,11.5,95
2016-05-03,21.0,11.1,0.4,11.5,95
2016-05-03,18.9,12.1,0.5,14.3,95
2016-05-03,20.0,13.5,0.4,17.6,93
2016-05-04,19.5,12.3,3.2,21.3,88
2016-05-04,19.5,12.5,2.7,11.2,79
2016-05-04,19.6,11.3,2.7,11.2,85
2016-05-04,20.9,12.0,1.7,12.3,86
2016-05-05,19.9,10.2,0.4,5.9,94
2016-05-05,21.3,11.2,0.0,17.1,80
2016-05-05,21.1,10.3,0.0,17.1,89
2016-05-05,19.2,11.7,4.4,12.7,95
2016-05-06,21.5,13.2,0.2,15.0,88
2016-05-06,21.2,9.8,0.2,9.9,86
2016-05-06,18.3,14.2,0.5,13.6,83
2016-05-06,21.4,14.4,0.2,10.8,87
2016-05-07,19.5,14.2,0.0,13.4,83
2016-05-07,20.5,11.5,0.0,14.4,99
2016-05-07,19.3,14.0,0.0,13.4,83
2016-05-07,22.4,14.2,0.3,7.7,81
2016-05-07,22.3,14.1,0.3,7.7,81
2016-05-07,23.2,13.6,0.0,11.3,96
2016-05-08,18.7,14.6,0.0,12.7,90
2016-05-08,21.6,13.8,0.0,10.3,89
2016-05-09,22.5,13.7,0.0,9.7,100
2016-05-09,19.7,14.9,0.0,9.6,94
2016-05-09,21.3,15.6,0.0,13.4,84
2016-05-09,24.3,14.4,0.0,8.0,87
2016-05-09,24.5,15.3,0.0,8.3,89
2016-05-09,24.1,15.0,0.0,7.9,84
2016-05-09,23.4,13.1,0.0,8.4,92
2016-05-10,20.1,15.7,0.0,13.8,85
2016-05-10,26.5,15.8,0.0,8.7,90
2016-05-10,21.5,13.2,0.0,17.4,94
2016-05-10,25.9,14.2,0.0,7.1,92
2016-05-10,26.5,15.8,0.0,8.7,90
2016-05-10,20.1,15.7,0.0,13.8,85
2016-05-10,26.0,15.7,0.0,11.6,96
2016-05-10,23.4,14.3,0.0,15.0,92
2016-05-10,25.9,14.2,0.0,7.1,92
2016-05-10,26.0,16.7,0.0,11.6,87
2016-05-11,19.9,14.7,0.0,13.1,93
2016-05-11,19.9,14.7,0.0,13.1,93
2016-05-11,30.4,15.2,0.0,7.4,85
2016-05-12,31.8,15.6,0.2,11.5,84
2016-05-12,21.2,15.5,0.3,9.5,98
2016-05-12,28.0,14.8,0.4,15.2,96
2016-05-12,27.9,15.9,0.0,13.7,93
2016-05-12,23.7,17.3,0.5,25.5,78
2016-05-12,23.6,17.2,0.5,25.5,78
2016-05-13,29.7,17.4,0.0,15.8,87
2016-05-13,28.8,17.9,0.0,29.5,84
2016-05-13,26.7,16.4,0.0,19.0,81
2016-05-13,26.8,16.5,0.0,19.0,81
2016-05-13,21.9,12.3,0.0,16.6,84
2016-05-14,24.9,16.6,0.0,17.0,77
2016-05-14,25.5,15.9,0.0,21.9,82
2016-05-14,30.8,13.4,0.0,19.0,87
2016-05-14,28.2,12.9,0.0,30.2,84
2016-05-14,30.9,13.5,0.0,19.0,87
2016-05-14,25.3,16.9,0.0,17.0,77
2016-05-14,25.9,14.1,0.0,13.8,84
2016-05-14,28.0,16.8,0.0,6.9,77
2016-05-15,27.0,14.4,0.3,18.9,81
2016-05-15,27.0,14.4,0.3,18.9,81
2016-05-15,27.0,14.4,0.3,18.9,81
2016-05-15,24.6,17.8,0.0,16.9,66
2016-05-15,27.0,12.8,0.1,21.7,79
2016-05-15,24.3,15.6,0.0,15.0,78
2016-05-15,25.8,17.2,0.2,19.5,78
2016-05-15,26.3,14.2,0.0,21.3,86
2016-05-15,25.4,16.4,0.0,19.0,87
2016-05-15,28.4,14.1,0.0,19.1,71
2016-05-15,28.5,14.2,0.0,19.1,71
2016-05-15,26.9,15.7,0.0,16.9,87
2016-05-15,27.5,14.3,0.0,16.9,92
2016-05-15,26.3,12.4,0.4,23.1,82
2016-05-15,28.5,14.2,0.0,19.1,71
2016-05-15,28.5,14.2,0.0,19.1,71
2016-05-15,28.5,14.2,0.0,19.1,71
2016-05-15,28.6,14.3,0.0,19.1,71
2016-05-15,26.3,14.2,0.0,21.3,86
2016-05-16,24.2,15.1,0.0,11.6,87
2016-05-16,28.1,13.8,0.0,15.9,77
2016-05-16,23.1,16.2,0.0,15.8,73
2016-05-16,28.3,14.0,0.0,15.9,77
2016-05-16,28.0,13.7,0.0,15.9,77
2016-05-16,28.3,14.0,0.0,15.9,77
2016-05-16,26.3,16.5,0.0,21.7,81
2016-05-16,21.1,8.5,0.0,16.8,86
2016-05-16,28.1,13.8,0.0,15.9,77
2016-05-16,24.9,15.0,0.0,21.6,83
2016-05-17,19.5,16.8,0.0,18.0,79
2016-05-17,22.0,14.8,2.8,18.8,88
2016-05-17,22.0,12.9,0.0,14.9,69
2016-05-17,22.8,14.4,0.0,15.3,77
2016-05-17,20.9,17.3,0.3,14.8,84
2016-05-17,24.0,12.9,0.0,15.0,79
2016-05-17,23.9,12.8,0.0,15.0,79
2016-05-17,23.9,12.8,0.0,15.0,79
2016-05-17,24.7,16.2,0.0,11.8,80
2016-05-17,24.0,12.9,0.0,15.0,79
2016-05-17,17.5,8.2,1.3,12.6,100
2016-05-17,16.9,7.8,1.5,13.1,99
2016-05-18,21.5,13.6,2.5,11.6,95
2016-05-18,21.7,13.4,1.8,10.1,94
2016-05-18,19.6,15.7,0.7,17.1,89
2016-05-18,18.5,15.1,4.5,10.9,83
2016-05-18,22.4,16.2,0.0,9.4,84
2016-05-19,25.7,16.1,0.0,6.1,82
2016-05-19,21.0,16.1,0.0,12.6,79
2016-05-19,25.5,15.1,0.0,20.3,86
2016-05-19,20.6,15.6,0.0,12.6,79
2016-05-19,22.7,13.8,0.0,14.6,96
2016-05-19,22.4,14.6,0.0,14.6,94
2016-05-19,26.8,13.8,0.0,11.3,87
2016-05-19,22.6,13.7,0.0,14.6,96
2016-05-19,22.4,14.6,0.0,14.6,94
2016-05-19,27.0,14.0,0.0,11.3,87
2016-05-19,27.0,14.0,0.0,11.3,87
2016-05-20,26.3,15.4,3.1,8.9,77
2016-05-20,26.2,15.4,3.1,8.9,77
2016-05-20,26.2,15.3,3.1,8.9,77
2016-05-20,20.4,16.8,3.3,14.4,89
2016-05-20,24.4,15.1,2.1,13.1,81
2016-05-20,22.3,15.5,5.3,11.6,93
2016-05-20,22.3,15.5,5.3,11.6,93
2016-05-20,25.0,17.0,2.5,14.3,80
2016-05-20,26.2,15.2,0.8,14.8,87
2016-05-21,22.2,15.4,11.0,20.9,96
2016-05-22,20.5,15.8,2.3,24.3,92
2016-05-22,20.9,15.6,3.8,24.5,94
2016-05-23,22.6,16.2,0.0,14.2,71
2016-05-23,22.9,16.5,0.0,14.2,71
2016-05-23,24.4,14.0,0.0,16.1,85
2016-05-23,27.3,12.0,0.0,9.5,83
2016-05-23,27.3,12.0,0.0,9.5,83
2016-05-23,27.3,12.0,0.0,9.5,83
2016-05-23,25.1,16.5,0.0,11.9,77
2016-05-24,24.7,16.2,0.0,19.6,92
2016-05-24,26.6,15.1,0.0,16.7,84
2016-05-24,24.5,17.8,0.0,18.9,82
2016-05-24,16.7,5.9,0.0,20.4,100
2016-05-24,19.2,8.0,0.0,18.3,97
2016-05-25,24.3,16.9,0.0,18.3,70
2016-05-25,26.6,11.9,0.0,14.1,92
2016-05-25,24.2,13.1,0.0,17.3,75
2016-05-25,23.2,16.3,0.0,19.6,71
2016-05-25,23.7,15.6,0.0,16.0,73
2016-05-25,24.8,16.1,0.0,18.3,73
2016-05-25,21.1,15.8,0.3,27.1,82
2016-05-25,26.5,11.8,0.0,14.1,92
2016-05-25,26.5,11.8,0.0,14.1,92
2016-05-26,28.3,16.5,0.0,16.1,86
2016-05-26,22.9,16.6,0.0,16.5,74
2016-05-26,26.5,15.3,0.0,16.4,85
2016-05-26,26.1,16.9,0.0,13.1,80
2016-05-26,27.6,12.1,0.0,13.6,91
2016-05-26,27.6,13.8,0.0,15.7,89
2016-05-26,24.4,15.7,0.0,17.6,82
2016-05-26,27.6,13.8,0.0,15.7,89
2016-05-26,27.6,13.8,0.0,15.7,89
2016-05-26,26.7,15.5,0.0,16.4,85
2016-05-26,24.6,13.7,0.0,17.6,81
2016-05-26,23.3,14.8,0.0,17.6,78
2016-05-27,28.2,16.0,0.0,13.7,81
2016-05-27,18.4,15.6,0.0,17.0,85
2016-05-27,27.0,16.7,0.0,19.2,96
2016-05-27,28.2,16.0,0.0,13.7,81
2016-05-27,29.7,17.5,0.0,13.9,83
2016-05-28,28.9,17.0,0.0,9.1,78
2016-05-28,23.1,18.1,0.0,13.0,84
2016-05-28,30.4,18.9,0.0,9.9,66
2016-05-28,30.2,18.8,0.0,9.9,66
2016-05-28,28.9,18.4,0.0,10.8,78
2016-05-28,28.8,18.4,0.0,10.8,78
2016-05-28,28.7,17.9,0.0,10.8,81
2016-05-28,28.8,18.0,0.0,10.8,81
2016-05-28,24.7,18.4,0.0,9.4,99
2016-05-28,29.6,19.8,0.0,13.5,75
2016-05-28,28.9,17.4,0.0,10.8,80
2016-05-29,26.8,16.8,0.0,10.2,90
2016-05-29,26.3,17.0,0.0,13.0,92
2016-05-29,24.1,18.8,0.0,11.1,91
2016-05-29,30.2,19.1,0.0,13.7,81
2016-05-29,29.8,20.7,0.0,8.3,79
2016-05-29,33.7,17.6,0.0,6.7,82
2016-05-29,33.6,17.4,0.0,6.7,82
2016-05-29,33.6,17.4,0.0,6.7,82
2016-05-29,28.5,17.8,0.0,11.2,85
2016-05-29,27.8,18.8,0.0,15.3,82
2016-05-29,28.1,19.1,0.0,15.3,83
