time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,latitude,longitude
2015-08-16,,,,,,,,,,,38.26929,22.9363
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.46919,22.50733
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.59725,22.51542
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.60106,22.51475
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.58897,22.4373
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.58961,22.44328
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.58263,22.41401
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.58327,22.42001
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.57312,22.3609
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.58391,22.49935
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.48579,22.36618
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.47247,22.27846
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.482,22.36679
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.48327,22.37857
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.51011,22.63103
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.47758,22.50668
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.47821,22.51269
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.47314,22.50133
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.4744,22.51329
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.47499,22.50195
2015-08-16,27.2,19.6,36.2,0.0,,,5.6,,1008.1,,39.47631,22.51391
2015-08-16,27.7,22.0,34.0,0.0,,60.0,19.0,,1007.9,,39.35841,22.49815
2015-08-16,27.7,22.0,34.0,0.0,,60.0,19.0,,1007.9,,39.35912,22.49354
2015-08-16,27.7,22.0,34.0,0.0,,60.0,19.0,,1007.9,,39.35977,22.49943
2015-08-17,28.7,23.0,36.0,,,,,,,,38.56474,23.29669
2015-08-17,28.7,23.0,36.0,,,,,,,,38.56538,23.2915
2015-08-17,30.8,24.0,36.0,0.0,,306.0,14.2,,1008.3,,38.12988,23.52754
2015-08-17,,,,,,,,,,,37.91995,23.07042
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.4798,22.26292
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.48967,22.41579
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.50756,22.62835
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.45996,22.37709
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.45667,22.37791
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.40988,22.38491
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.40659,22.38573
2015-08-17,,,,,,,,,,,39.36317,22.12065
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.38105,22.368
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.39435,22.47974
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.36785,22.34831
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.38118,22.506
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.3825,22.51486
2015-08-17,30.1,25.0,35.0,,,285.0,19.9,,1007.8,,39.28339,22.48743
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.38316,22.5193
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.58876,22.39715
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.54795,22.49041
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.47913,22.25848
2015-08-17,28.7,23.0,36.0,,,,,,,,38.56398,23.29786
2015-08-17,28.7,23.0,36.0,,,,,,,,38.56449,23.29183
2015-08-17,28.7,23.0,36.0,,,,,,,,38.56849,23.29808
2015-08-17,,,,,,,,,,,38.56898,23.29231
2015-08-17,28.7,20.5,35.0,0.0,,242.0,9.9,,1007.9,,39.51868,22.55263
2015-08-18,27.3,20.0,33.0,,,,9.1,,1010.2,,38.56248,23.29234
2015-08-18,29.2,25.0,34.0,0.0,,,11.4,,1009.3,,37.95998,23.40019
2015-08-18,27.9,24.0,31.0,,,,12.7,,,,36.38765,25.78003
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.58114,22.64504
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.57869,22.61202
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.58471,22.64391
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.57512,22.61316
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.44957,22.49144
2015-08-18,26.9,17.0,35.0,0.0,,335.0,7.7,,1009.6,,39.39109,22.46443
2015-08-18,27.8,22.0,33.0,,,335.0,14.2,,1009.5,,39.321,22.51159
2015-08-18,,,,,,,,,,,38.55947,21.40611
2015-08-18,,,,,,,,,,,38.56007,21.40755
2015-08-18,27.3,20.0,33.0,,,,9.1,,1010.2,,38.5664,23.29471
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.4587,22.26672
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.45781,22.26369
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.56354,22.5894
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.56852,22.61864
2015-08-18,26.9,17.0,35.0,0.0,,,7.7,,1009.6,,39.56889,22.61757
2015-08-18,,,,,,,,,,,38.10534,22.4676
2015-08-18,,,,,,,,,,,38.10506,22.47418
2015-08-18,,,,,,,,,,,38.09886,22.47742
2015-08-18,,,,,,,,,,,38.11092,22.47896
2015-08-18,,,,,,,,,,,38.11118,22.47297
2015-08-18,,,,,,,,,,,38.1114,22.46774
2015-08-18,,,,,,,,,,,38.1059,22.4695
2015-08-18,,,,,,,,,,,38.10611,22.46394
2015-08-18,,,,,,,,,,,38.11178,22.47489
2015-08-18,,,,,,,,,,,38.11197,22.46948
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.56721,22.61771
2015-08-19,,,,,,,,,,,38.10213,22.46347
2015-08-19,,,,,,,,,,,38.10431,22.47678
2015-08-19,,,,,,,,,,,38.10512,22.47368
2015-08-19,,,,,,,,,,,38.106,22.47034
2015-08-19,,,,,,,,,,,38.10816,22.46203
2015-08-19,,,,,,,,,,,38.10704,22.46633
2015-08-19,,,,,,,,,,,38.11097,22.47297
2015-08-19,,,,,,,,,,,38.11004,22.47655
2015-08-19,,,,,,,,,,,38.10262,22.47568
2015-08-19,,,,,,,,,,,38.10432,22.46932
2015-08-19,,,,,,,,,,,38.10646,22.46129
2015-08-19,,,,,,,,,,,38.10535,22.46543
2015-08-19,,,,,,,,,,,38.10747,22.47876
2015-08-19,,,,,,,,,,,38.1093,22.4719
2015-08-19,,,,,,,,,,,38.11039,22.46784
2015-08-19,,,,,,,,,,,38.10836,22.47542
2015-08-19,,,,,,,,,,,38.11325,22.47836
2015-08-19,27.5,20.0,34.0,,,,5.0,,1011.9,,38.5654,23.29351
2015-08-19,27.5,20.0,34.0,,,,5.0,,1011.9,,38.56635,23.29128
2015-08-19,27.5,20.0,34.0,,,,5.0,,1011.9,,38.56526,23.29526
2015-08-19,26.8,20.0,32.0,,,150.0,14.8,,1011.0,,39.28114,22.46671
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.4558,22.26855
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.46067,22.27069
2015-08-19,27.5,20.0,34.0,,,,5.0,,1011.9,,38.40972,23.36412
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.4502,22.46189
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.43292,22.34648
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.53638,22.31908
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.53237,22.31615
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.49941,22.34226
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.5682,22.63446
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.5638,22.63619
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.56515,22.64193
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.55231,22.62817
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.50112,22.45228
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.44526,22.25906
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.45414,22.29614
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.43158,22.34515
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.43684,22.38731
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.45089,22.46595
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.53492,22.31301
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.51978,22.62178
2015-08-19,26.6,17.6,34.8,0.0,,,5.7,,1011.2,,39.44814,22.46347
2015-08-19,26.6,17.6,34.8,0.0,,150.0,5.7,,1011.2,,39.39394,22.47073
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.39587,22.49244
2015-08-20,,,,,,,,,,,38.56286,23.29467
2015-08-20,29.3,23.0,35.8,,,,9.7,,1011.8,,38.12767,23.52475
2015-08-20,29.3,23.0,35.8,,,,9.7,,1011.8,,38.12741,23.5233
2015-08-20,26.1,21.0,32.0,,,,10.5,,,,39.35326,22.98621
2015-08-20,26.1,21.0,32.0,,,,10.5,,,,39.35601,22.98374
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.46572,22.48688
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.39887,22.4982
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.37156,22.37058
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.37152,22.36735
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.4494,22.52122
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.49488,22.28848
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.47166,22.26767
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.47683,22.35222
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.51578,22.4889
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.51728,22.49417
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.54961,22.65208
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.43691,22.34531
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.45035,22.52314
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.45082,22.52624
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.37167,22.35819
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.39564,22.44225
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.41605,22.51405
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.41755,22.51936
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.35191,22.35554
2015-08-20,26.1,21.0,32.0,,,,10.5,,,,39.30178,22.59523
2015-08-20,26.1,21.0,32.0,,,,10.5,,,,39.25223,22.48787
2015-08-20,26.1,21.0,32.0,,,,10.5,,,,39.25362,22.49274
2015-08-20,26.1,21.0,32.0,,,,10.5,,,,39.24673,22.49074
2015-08-20,26.1,21.0,32.0,,,,10.5,,,,39.24812,22.49556
2015-08-20,26.1,21.0,32.0,,,,10.5,,,,39.24788,22.49347
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.51854,22.45313
2015-08-20,29.3,23.0,35.8,,,,9.7,,1011.8,,38.24886,23.39056
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.40287,22.32349
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.42188,22.5024
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.42167,22.4984
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.42701,22.498
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.4268,22.49398
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.43279,22.50579
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.43597,22.36598
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.43478,22.34422
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.44773,22.48422
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.44751,22.48016
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.44178,22.37464
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.44154,22.37023
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.44129,22.36577
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.4549,22.32316
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.49581,22.2952
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.49554,22.29075
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.50111,22.29495
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.50084,22.29042
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.52102,22.45306
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.49426,22.29494
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.49403,22.29053
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.49956,22.29468
2015-08-20,26.9,19.0,35.0,0.0,,,6.3,,1012.3,,39.49932,22.29016
2015-08-21,28.6,26.0,33.0,1.0,,355.0,10.8,,1012.3,,38.13074,23.5229
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.58584,22.41219
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.4393,22.28605
2015-08-21,26.8,21.0,31.0,,,,5.3,,,,38.56616,23.29621
2015-08-21,,,,,,,,,,,38.41854,21.78938
2015-08-21,,,,,,,,,,,36.76799,25.28287
2015-08-21,,,,,,,,,,,36.76725,25.28205
2015-08-21,,,,,,,,,,,36.76392,25.2754
2015-08-21,,,,,,,,,,,36.76641,25.28355
2015-08-21,,,,,,,,,,,36.76058,25.26445
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.42688,22.46714
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.42371,22.46939
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.45681,22.3092
2015-08-21,,,,,,,,,,,36.75589,25.26985
2015-08-21,27.1,24.4,31.0,,,316.0,19.4,,1009.9,,36.95519,27.01551
2015-08-21,,,,,,,,,,,36.77114,25.28491
2015-08-21,,,,,,,,,,,36.76558,25.27374
2015-08-21,,,,,,,,,,,36.766,25.27914
2015-08-21,,,,,,,,,,,36.76052,25.26902
2015-08-21,,,,,,,,,,,36.76092,25.27421
2015-08-21,,,,,,,,,,,36.76297,25.27081
2015-08-21,,,,,,,,,,,36.75833,25.27159
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.39061,22.53677
2015-08-21,25.7,22.0,30.0,0.0,,169.0,14.0,,1013.8,,39.33229,22.4739
2015-08-21,26.8,22.0,32.2,0.0,,299.0,13.2,,1013.9,,39.66545,20.10739
2015-08-21,26.8,22.0,32.2,0.0,,299.0,13.2,,1013.9,,39.66179,20.10828
2015-08-21,26.8,21.0,31.0,,,,5.3,,,,38.56607,23.29605
2015-08-21,25.7,22.0,30.0,,,169.0,14.0,,1013.8,,39.31719,22.49032
2015-08-21,26.8,22.0,32.2,0.0,,299.0,13.2,,1013.9,,39.65873,20.1144
2015-08-21,26.8,22.0,32.2,0.0,,299.0,13.2,,1013.9,,39.66378,20.11019
2015-08-21,26.8,22.0,32.2,0.0,,299.0,13.2,,1013.9,,39.66012,20.11102
2015-08-21,26.8,22.0,32.2,0.0,,299.0,13.2,,1013.9,,39.66076,20.11649
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.59106,22.35763
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.59194,22.36715
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.5676,22.35959
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.57587,22.44472
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.5635,22.3602
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.50652,22.55153
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.48757,22.57356
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.42205,22.47098
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.41362,22.51454
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.4095,22.51519
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.40539,22.51585
2015-08-21,26.2,23.0,30.6,0.0,,76.0,12.5,,1014.0,,39.39295,22.42711
2015-08-22,24.8,21.0,29.0,,,210.0,16.1,,1012.8,,39.35468,22.98499
2015-08-22,24.5,21.0,29.0,,,,8.8,,,,38.56578,23.29298
2015-08-22,24.8,21.0,29.0,,,210.0,16.1,,1012.8,,39.38548,22.80915
2015-08-22,27.6,23.0,32.0,,,346.0,11.7,,1011.6,,38.1291,23.52357
2015-08-22,26.5,24.0,30.0,,,326.0,20.8,,,,38.12383,20.73305
2015-08-22,26.5,24.0,30.0,,,326.0,20.8,,,,38.13122,20.73387
2015-08-22,27.8,26.0,31.0,,,243.0,26.4,,1006.1,,36.38638,28.17594
2015-08-22,27.8,26.0,31.0,,,243.0,26.4,,1006.1,,36.38715,28.17259
2015-08-22,27.8,26.0,31.0,,,243.0,26.4,,1006.1,,36.38672,28.16795
2015-08-22,27.8,26.0,31.0,,,243.0,26.4,,1006.1,,36.3876,28.17738
2015-08-22,23.8,19.0,29.8,0.0,,56.0,12.0,,,,39.57375,22.32237
2015-08-22,23.8,19.0,29.8,0.0,,56.0,12.0,,1012.8,,39.3676,22.50176
2015-08-22,24.8,21.0,29.0,,,210.0,16.1,,1012.8,,39.3117,22.49999
2015-08-22,24.5,21.0,29.0,,,,8.8,,,,38.56456,23.29548
2015-08-22,23.8,19.0,29.8,0.0,,56.0,12.0,,,,39.45455,22.42188
2015-08-22,24.8,21.0,29.0,,,210.0,16.1,,1012.8,,39.38538,22.80737
2015-08-22,26.7,22.0,33.4,0.0,,,7.2,,1011.4,,37.16754,21.72783
2015-08-22,27.6,23.0,32.0,,,346.0,11.7,,1011.6,,37.96149,23.3988
2015-08-22,27.6,23.0,32.0,,,346.0,11.7,,1011.6,,37.96142,23.40123
2015-08-22,26.7,22.0,33.4,0.0,,,7.2,,1011.4,,37.16318,21.72681
2015-08-22,26.7,22.0,33.4,0.0,,,7.2,,1011.4,,37.16413,21.72632
2015-08-23,,,,,,,,,,,35.26026,26.25693
2015-08-23,24.0,22.0,27.0,,,28.0,21.5,,1013.2,,39.85555,25.13914
2015-08-23,23.8,21.0,28.0,,,,5.2,,,,38.36313,23.3742
2015-08-23,26.4,23.0,30.6,0.0,,350.0,13.6,,1012.2,,38.12886,23.52513
2015-08-23,,,,,,,,,,,39.29531,20.54466
2015-08-23,,,,,,,,,,,39.299,20.54366
2015-08-23,23.3,17.0,29.2,0.5,,244.0,10.9,,1013.7,,40.70329,22.82028
2015-08-23,,,,,,,,,,,40.85806,22.67401
2015-08-23,,,,,,,,,,,40.86222,22.67774
2015-08-23,23.8,21.0,28.0,,,,5.2,,,,38.5656,23.2953
2015-08-24,23.0,18.0,29.0,,,,,,,,38.56676,23.29543
2015-08-24,23.9,18.0,29.0,,,182.0,14.8,,1015.6,,39.38604,22.80693
2015-08-24,26.5,22.0,31.0,,,343.0,16.1,,1014.5,,37.96083,23.40318
2015-08-24,,,,,,,,,,,35.46448,23.56297
2015-08-24,,,,,,,,,,,37.98049,22.73908
2015-08-24,24.3,19.0,31.0,0.0,,,5.6,,1015.7,,39.53422,22.49144
2015-08-24,24.3,19.0,31.0,0.0,,,5.6,,1015.7,,39.53316,22.48665
2015-08-25,22.0,15.9,29.0,,,,0.0,,1018.8,,40.43655,21.86013
2015-08-25,,,,,,,,,,,40.28474,23.44548
2015-08-25,27.1,23.0,31.8,0.0,,344.0,16.0,,1015.2,,38.12895,23.52351
2015-08-25,25.2,22.0,29.0,0.0,,349.0,14.5,,1014.3,,35.29037,24.30431
2015-08-25,25.2,22.0,29.0,0.0,,349.0,14.5,,1014.3,,35.28952,24.30097
2015-08-25,24.7,17.7,31.8,0.0,,,7.6,,1016.7,,39.5301,22.47846
2015-08-25,24.7,17.7,31.8,0.0,,,7.6,,1016.7,,39.5273,22.47922
2015-08-25,24.7,17.7,31.8,0.0,,,7.6,,1016.7,,39.51784,22.32638
2015-08-25,,,,,,,,,,,38.03966,24.36744
2015-08-25,,,,,,,,,,,38.02713,24.37217
2015-08-25,,,,,,,,,,,38.03363,24.37746
2015-08-25,,,,,,,,,,,38.0334,24.37009
2015-08-25,,,,,,,,,,,38.03317,24.36292
2015-08-25,,,,,,,,,,,38.03989,24.3748
2015-08-26,24.6,19.0,31.0,,,186.0,12.7,,,,39.35454,22.9846
2015-08-26,,,,,,,,,,,40.28296,23.44579
2015-08-26,24.4,19.0,30.0,,,,11.6,,,,38.56727,23.29284
2015-08-26,27.1,22.0,31.4,0.0,,2.0,14.9,,1015.0,,37.96007,23.39875
2015-08-26,27.1,22.0,31.4,0.0,,2.0,14.9,,1015.0,,38.12783,23.52496
2015-08-26,27.1,22.0,31.4,0.0,,2.0,14.9,,1015.0,,37.9609,23.40119
2015-08-26,,,,,,,,,,,37.91804,23.0716
2015-08-26,24.5,16.8,32.0,0.0,,,8.5,,1017.0,,39.54981,22.31795
2015-08-26,,,,,,,,,,,38.44466,23.11131
2015-08-26,24.4,19.0,30.0,,,,11.6,,,,38.56482,23.29481
2015-08-26,,,,,,,,,,,38.45488,21.19709
2015-08-26,24.6,19.0,31.0,,,186.0,12.7,,,,39.30717,22.66721
2015-08-26,24.6,19.0,31.0,,,186.0,12.7,,,,39.31168,22.66642
2015-08-26,24.6,19.0,31.0,,,186.0,12.7,,,,39.31125,22.66095
2015-08-26,24.5,16.8,32.0,0.0,,,8.5,,1017.0,,39.57289,22.4872
2015-08-26,24.5,16.8,32.0,0.0,,,8.5,,1017.0,,39.64664,22.59267
2015-08-26,24.5,16.8,32.0,0.0,,,8.5,,1017.0,,39.64618,22.58684
2015-08-26,,,,,,,,,,,40.51814,21.14072
2015-08-27,24.9,18.0,32.0,0.0,,142.0,9.8,,1018.2,,40.70449,22.81622
2015-08-27,,,,,,,,,,,40.28358,23.44272
2015-08-27,23.7,16.0,31.5,0.0,,190.0,7.5,,1018.1,,39.47244,22.62224
2015-08-27,26.2,14.7,33.1,0.0,,,,,,,41.55359,26.54296
2015-08-27,28.1,23.0,32.0,,,348.0,10.5,,1015.1,,38.28559,20.47565
2015-08-27,,,,,,,,,,,37.91727,23.07087
2015-08-27,28.1,23.0,32.0,,,348.0,10.5,,1015.1,,38.28208,20.47521
2015-08-27,28.1,23.0,32.0,,,348.0,10.5,,1015.1,,38.28277,20.46984
2015-08-27,24.6,20.0,29.0,,,326.0,12.1,,1017.5,,38.56499,23.29612
2015-08-27,24.6,20.0,29.0,,,326.0,12.1,,1017.5,,38.56567,23.29173
2015-08-27,27.0,23.0,31.0,0.0,,337.0,19.1,,1015.6,,38.12812,23.52385
2015-08-27,28.1,23.0,32.0,,,348.0,10.5,,1015.1,,38.28629,20.47033
2015-08-27,23.8,18.0,30.0,,,190.0,12.3,,1017.8,,39.23841,22.60209
2015-08-27,28.1,23.0,32.0,,,348.0,10.5,,1015.1,,38.20863,20.48389
2015-08-27,28.1,23.0,32.0,,,348.0,10.5,,1015.1,,38.20963,20.48018
2015-08-27,28.1,23.0,32.0,,,348.0,10.5,,1015.1,,38.21356,20.48367
2015-08-27,23.8,18.0,30.0,0.0,,190.0,12.3,,1017.8,,39.33873,22.51218
2015-08-27,23.7,16.0,31.5,0.0,,,7.5,,1018.1,,39.57654,22.62759
2015-08-27,23.8,18.0,30.0,0.0,,190.0,12.3,,1017.8,,39.38776,22.54091
2015-08-27,23.7,16.0,31.5,0.0,,190.0,7.5,,1018.1,,39.43145,22.51138
2015-08-27,23.7,16.0,31.5,0.0,,190.0,7.5,,1018.1,,39.43082,22.50627
2015-08-27,23.7,16.0,31.5,0.0,,,7.5,,1018.1,,39.44566,22.50861
2015-08-27,23.7,16.0,31.5,0.0,,,7.5,,1018.1,,39.44758,22.50567
2015-08-27,23.7,16.0,31.5,0.0,,,7.5,,1018.1,,39.44653,22.31656
2015-08-27,23.7,16.0,31.5,0.0,,,7.5,,1018.1,,39.52695,22.65093
2015-08-27,23.7,16.0,31.5,0.0,,,7.5,,1018.1,,39.52632,22.64567
2015-08-27,,,,,,,,,,,39.86619,21.37097
2015-08-28,27.8,23.0,33.0,0.0,,339.0,17.6,,1017.3,,38.12822,23.52637
2015-08-28,24.2,13.8,33.4,0.0,,,5.6,,,,39.45588,22.32774
2015-08-28,,,,,,,,,,,38.5643,23.29375
2015-08-28,,,,,,,,,,,38.56507,23.29284
2015-08-28,27.8,23.0,33.0,0.0,,339.0,17.6,,1017.3,,37.96259,23.40014
2015-08-28,24.2,13.8,33.4,0.0,,,5.6,,,,39.45876,22.32509
2015-08-28,24.2,13.8,33.4,0.0,,,5.6,,,,39.45606,22.32699
2015-08-28,28.5,23.2,33.2,0.0,,339.0,17.6,,1017.3,,38.03796,23.78329
2015-08-28,,,,,,,,,,,38.45049,23.55351
2015-08-28,24.1,15.6,32.0,0.0,,,5.7,,1016.4,,37.04883,22.12337
2015-08-28,,,,,,,,,,,38.36472,23.37347
2015-08-28,,,,,,,,,,,39.78577,20.28516
2015-08-28,24.3,18.0,32.0,0.0,,236.0,14.2,,,,39.37066,22.60868
2015-08-28,24.3,18.0,32.0,0.0,,236.0,14.2,,,,39.37654,22.60241
2015-08-28,24.3,18.0,32.0,0.0,,236.0,14.2,,,,39.37984,22.60153
