time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,latitude,longitude
2015-05-01,19.3,13.8,26.0,0.0,,,9.8,,,,38.13069,23.52478
2015-05-01,16.6,10.0,23.0,,,,9.9,,,,39.38534,22.80522
2015-05-01,16.6,10.0,23.0,,,,9.9,,,,39.35399,22.98343
2015-05-01,16.6,10.0,23.0,,,,9.9,,,,39.38512,22.80717
2015-05-01,16.9,9.8,24.3,0.0,,,10.4,,,,40.70039,22.9525
2015-05-01,16.6,10.0,23.0,,,,9.9,,,,39.35382,22.98642
2015-05-01,16.6,10.0,23.0,,,,9.9,,,,39.1664,22.84678
2015-05-01,,,,,,,,,,,38.56781,23.29314
2015-05-01,,,,,,,,,,,38.5644,23.2921
2015-05-01,,,,,,,,,,,38.37446,24.06247
2015-05-01,,,,,,,,,,,38.36065,22.69424
2015-05-01,,,,,,,,,,,37.91869,23.07082
2015-05-01,,,,,,,,,,,38.33361,21.84664
2015-05-01,,,,,,,,,,,36.80221,24.52475
2015-05-01,,,,,,,,,,,38.13536,24.40724
2015-05-01,,,,,,,,,,,37.28281,22.54729
2015-05-01,,,,,,,,,,,37.28216,22.54104
2015-05-01,,,,,,,,,,,37.28026,22.54629
2015-05-01,,,,,,,,,,,37.27963,22.54002
2015-05-01,,,,,,,,,,,38.42523,21.14649
2015-05-02,18.1,10.0,24.0,,,,9.8,,,,39.35612,22.98386
2015-05-02,,,,,,,,,,,40.28323,23.44525
2015-05-02,18.1,10.0,24.0,,,,9.8,,,,39.16609,22.84369
2015-05-02,19.1,12.0,26.0,0.0,,,7.7,,,,37.96016,23.40067
2015-05-02,,,,,,,,,,,38.36358,22.69244
2015-05-02,,,,,,,,,,,38.36133,22.69508
2015-05-02,19.1,12.0,26.0,0.0,,,7.7,,,,38.12999,23.52564
2015-05-02,18.1,10.0,24.0,,,,9.8,,,,39.35454,22.984
2015-05-02,19.1,12.0,26.0,0.0,,,7.7,,,,38.03918,23.51128
2015-05-02,,,,,,,,,,,38.37214,24.06136
2015-05-02,19.1,12.0,26.0,0.0,,,7.7,,,,38.12868,23.52308
2015-05-02,,,,,,,,,,,37.9192,23.07093
2015-05-03,19.0,9.8,28.0,0.5,,,9.2,,,,40.70412,22.81589
2015-05-03,16.7,10.0,23.0,,,,4.5,,,,40.90432,24.83192
2015-05-03,19.5,12.0,25.0,,,,11.6,,,,39.38693,22.80758
2015-05-03,20.1,12.4,26.8,0.0,,,9.9,,,,38.03945,23.51097
2015-05-03,,,,,,,,,,,38.56665,23.29326
2015-05-03,,,,,,,,,,,38.37278,24.0635
2015-05-03,,,,,,,,,,,38.36277,22.69374
2015-05-03,20.1,12.4,26.8,0.0,,,9.9,,,,38.12748,23.52423
2015-05-04,20.2,12.4,27.2,0.0,,,7.9,,,,38.12893,23.52673
2015-05-04,20.2,12.4,27.2,0.0,,,7.9,,,,38.12943,23.52413
2015-05-05,19.1,13.0,24.0,,,,8.3,,,,39.38555,22.80921
2015-05-05,21.7,14.2,29.0,0.0,,,7.0,,,,38.12889,23.52361
2015-05-05,19.5,12.0,28.0,,,,3.3,,,,38.56453,23.29585
2015-05-05,21.7,14.2,29.0,0.0,,,7.0,,,,37.96104,23.40039
2015-05-05,,,,,,,,,,,37.91757,23.07455
2015-05-05,,,,,,,,,,,38.37412,21.13138
2015-05-06,21.3,13.5,30.0,0.0,,,8.7,,,,40.69806,22.95223
2015-05-06,,,,,,,,,,,40.61714,23.4548
2015-05-06,,,,,,,,,,,40.285,23.4468
2015-05-06,,,,,,,,,,,40.12661,22.52225
2015-05-06,22.1,12.0,33.2,0.0,,,3.2,,,,39.67012,22.69301
2015-05-06,20.7,14.0,27.0,,,,8.2,,,,39.35569,22.98741
2015-05-06,21.5,14.0,30.0,,,,4.4,,,,38.56512,23.29632
2015-05-06,,,,,,,,,,,38.37308,24.06042
2015-05-06,,,,,,,,,,,38.36291,22.69489
2015-05-06,23.4,15.8,31.0,0.0,,,4.5,,,,38.12963,23.52726
2015-05-06,,,,,,,,,,,37.91859,23.07237
2015-05-06,,,,,,,,,,,37.91945,23.07118
2015-05-06,21.0,15.4,26.0,,,,4.7,,,,40.90474,24.71291
2015-05-06,,,,,,,,,,,40.50141,21.12249
2015-05-06,21.5,14.0,30.0,,,,4.4,,,,38.56599,23.2963
2015-05-06,21.5,14.0,30.0,,,,4.4,,,,38.56433,23.29574
2015-05-06,22.0,14.0,31.0,,,,4.4,,,,40.23238,21.53965
2015-05-06,22.0,14.0,31.0,,,,4.4,,,,40.23051,21.53729
2015-05-06,,,,,,,,,,,40.49573,21.20786
2015-05-07,21.8,15.0,28.0,0.0,,,9.4,,,,40.70673,22.81633
2015-05-07,24.3,17.0,31.2,0.0,,,5.7,,,,37.96161,23.40237
2015-05-07,,,,,,,,,,,37.91768,23.07376
2015-05-07,24.3,17.0,31.2,0.0,,,5.7,,,,38.12885,23.52649
2015-05-07,,,,,,,,,,,38.3614,22.69204
2015-05-07,,,,,,,,,,,38.37376,24.06308
2015-05-07,,,,,,,,,,,38.56501,23.29586
2015-05-07,,,,,,,,,,,38.5683,23.29667
2015-05-07,21.0,15.0,28.0,,,,8.5,,,,39.16886,22.8422
2015-05-07,21.0,15.0,28.0,,,,8.5,,,,39.35515,22.98734
2015-05-08,24.4,21.0,28.0,0.0,,343.0,17.8,,,,37.96972,23.56718
2015-05-08,21.0,16.0,25.0,,,,11.2,,,,38.56743,23.29313
2015-05-08,21.0,16.0,25.0,,,,11.2,,,,38.56363,23.29248
2015-05-08,,,,,,,,,,,38.37495,24.06149
2015-05-08,24.4,21.0,28.0,0.0,,343.0,17.8,,,,38.1313,23.52442
2015-05-08,24.4,21.0,28.0,0.0,,343.0,17.8,,,,38.12756,23.52367
2015-05-08,,,,,,,,,,,36.87254,25.92384
2015-05-08,24.4,21.0,28.0,0.0,,343.0,17.8,,,,38.13066,23.5256
2015-05-08,21.0,16.0,25.0,,,,11.2,,,,38.44333,23.56898
2015-05-08,,,,,,,,,,,40.75436,21.51402
2015-05-08,24.4,21.0,28.0,0.0,,343.0,17.8,,,,38.12827,23.52563
2015-05-08,,,,,,,,,,,38.37432,24.0631
2015-05-08,24.4,21.0,28.0,0.0,,343.0,17.8,,,,38.13133,23.5254
2015-05-08,20.1,16.3,23.5,0.0,,,4.2,,,,37.08803,21.62651
2015-05-09,19.8,13.0,26.0,,,,8.4,,,,38.5662,23.29241
2015-05-09,,,,,,,,,,,38.37323,24.06144
2015-05-09,,,,,,,,,,,38.37204,24.05919
2015-05-09,23.6,19.0,29.6,0.0,,343.0,14.6,,,,38.12804,23.52415
2015-05-09,23.6,19.0,29.6,0.0,,343.0,14.6,,,,37.95984,23.40401
2015-05-09,,,,,,,,,,,37.9182,23.07052
2015-05-09,,,,,,,,,,,37.16587,21.57421
2015-05-09,19.8,13.0,26.0,,,343.0,8.4,,,,38.30312,23.65781
2015-05-10,,,,,,,,,,,38.37447,24.06185
2015-05-11,15.0,12.0,20.0,,,,9.3,,,,38.56483,23.29433
2015-05-11,,,,,,,,,,,38.37553,24.06321
2015-05-11,18.9,15.4,22.0,0.0,,330.0,16.6,,,,38.13045,23.52632
2015-05-12,18.3,12.0,24.2,13.7,,,9.8,,,,40.69846,22.9514
2015-05-12,,,,,,,,,,,40.2863,23.44405
2015-05-12,19.2,16.0,22.4,0.0,,338.0,23.1,,,,38.12772,23.52381
2015-05-12,19.2,16.0,22.4,0.0,,338.0,23.1,,,,38.13105,23.5247
2015-05-12,,,,,,,,,,,38.37251,24.06266
2015-05-12,19.9,12.2,23.8,12.2,,,8.2,,,,37.15612,21.65452
2015-05-13,,,,,,,,,,,38.37305,24.06308
2015-05-13,,,,,,,,,,,38.56552,23.29715
2015-05-13,,,,,,,,,,,38.56619,23.29193
2015-05-13,,,,,,,,,,,38.56468,23.29431
2015-05-13,18.6,12.0,25.0,,,265.0,13.4,,,,39.35395,22.9866
2015-05-13,,,,,,,,,,,40.28527,23.44338
2015-05-13,,,,,,,,,,,38.36292,22.69357
2015-05-13,,,,,,,,,,,37.91895,23.07267
2015-05-13,20.0,13.4,25.0,0.0,,345.0,15.7,,,,38.13008,23.52763
2015-05-13,20.0,13.4,25.0,0.0,,345.0,15.7,,,,38.1307,23.52281
2015-05-13,20.0,13.4,25.0,0.0,,345.0,15.7,,,,38.12974,23.52554
2015-05-13,22.3,16.6,28.6,0.0,,345.0,15.7,,,,38.03781,23.78303
2015-05-13,,,,,,,,,,,37.92428,23.02454
2015-05-13,,,,,,,,,,,38.56773,23.29685
2015-05-13,20.0,13.4,25.0,0.0,,345.0,15.7,,,,38.07535,23.63332
2015-05-13,20.0,13.4,25.0,0.0,,345.0,15.7,,,,38.12933,23.52776
2015-05-13,20.0,13.4,25.0,0.0,,345.0,15.7,,,,38.1298,23.52254
2015-05-13,,,,,,,,,,,38.37294,24.064
2015-05-13,,,,,,,,,,,38.56551,23.29505
2015-05-13,18.6,12.0,25.0,,,265.0,13.4,,,,39.16879,22.84296
2015-05-14,,,,,,,,,,,38.37427,24.0631
2015-05-14,,,,,,,,,,,38.37351,24.06166
2015-05-14,19.7,8.0,28.0,,,,8.6,,,,38.56805,23.29778
2015-05-14,19.7,8.0,28.0,,,,8.6,,,,38.56829,23.29229
2015-05-14,20.0,11.8,26.6,0.0,,,11.7,,,,37.9604,23.40048
2015-05-14,20.0,11.8,26.6,0.0,,,11.7,,,,38.12889,23.52229
2015-05-15,20.0,13.0,27.6,0.0,,,9.0,,,,40.69893,22.95148
2015-05-15,21.0,15.0,26.0,,,99.0,9.9,,,,39.35597,22.98384
2015-05-15,,,,,,,,,,,37.91883,23.0737
2015-05-15,21.9,14.0,28.0,0.0,,,7.0,,,,37.95904,23.40189
2015-05-15,21.9,14.0,28.0,0.0,,,7.0,,,,38.07269,23.63935
2015-05-15,21.0,15.0,26.0,,,99.0,9.9,,,,39.35466,22.98598
2015-05-16,20.0,14.0,26.0,,,,10.1,,,,39.38482,22.80771
2015-05-16,20.0,14.0,26.0,,,,10.1,,,,39.35319,22.98371
2015-05-16,20.0,14.0,26.0,,,,10.1,,,,39.38801,22.80713
2015-05-16,19.7,15.0,24.0,0.0,,,7.6,,,,38.13022,23.52502
2015-05-16,,,,,,,,,,,38.56585,23.29301
2015-05-16,20.0,14.0,26.0,,,,10.1,,,,39.16633,22.84603
2015-05-17,21.2,15.0,27.0,0.0,,,8.9,,,,40.69918,22.94942
2015-05-17,,,,,,,,,,,40.28346,23.44661
2015-05-17,,,,,,,,,,,38.56481,23.29565
2015-05-17,20.3,13.8,26.2,0.0,,,5.6,,,,38.12827,23.52366
2015-05-17,,,,,,,,,,,37.91917,23.07397
2015-05-17,,,,,,,,,,,39.55881,20.3584
2015-05-18,19.1,11.0,28.0,,,,8.2,,,,38.56377,23.29203
2015-05-18,,,,,,,,,,,38.3738,24.0635
2015-05-18,21.3,12.4,29.0,0.0,,,6.0,,,,38.13032,23.5249
2015-05-18,,,,,,,,,,,38.15065,22.07197
2015-05-18,,,,,,,,,,,37.91805,23.07196
2015-05-18,20.0,13.0,26.0,,,,8.5,,,,39.36936,22.88173
2015-05-18,,,,,,,,,,,39.27057,22.15672
2015-05-18,19.1,11.0,28.0,,,,8.2,,,,38.56818,23.29679
2015-05-18,,,,,,,,,,,40.28427,23.44615
2015-05-19,,,,,,,,,,,38.5625,23.29431
2015-05-19,,,,,,,,,,,38.6381,23.03597
2015-05-20,21.0,14.0,27.0,,,296.0,11.3,,,,39.38549,22.80525
2015-05-20,22.5,18.0,28.0,0.0,,,10.1,,,,38.13182,23.52485
2015-05-20,,,,,,,,,,,38.56345,23.29513
2015-05-20,,,,,,,,,,,38.5632,23.29469
2015-05-20,22.5,18.0,28.0,0.0,,,10.1,,,,38.12676,23.52478
2015-05-21,22.0,15.0,30.0,,,,4.5,,,,38.56245,23.29496
2015-05-21,22.1,16.0,28.0,0.0,,,10.5,,,,40.70052,22.95074
2015-05-21,,,,,,,,,,,40.28326,23.4452
2015-05-21,22.0,15.0,30.0,,,,4.5,,,,38.56674,23.29269
2015-05-21,22.0,15.0,30.0,,,,4.5,,,,38.56544,23.29806
2015-05-21,22.0,15.0,30.0,,,,4.5,,,,38.56689,23.29693
2015-05-22,21.1,17.0,26.0,,,,7.9,,,,39.38728,22.80574
2015-05-22,21.1,17.0,26.0,,,,7.9,,,,39.35327,22.98589
2015-05-22,23.0,18.0,29.8,0.0,,,4.2,,,,38.13045,23.52417
2015-05-23,22.1,16.0,28.0,0.0,,,9.0,,,,40.70575,22.81545
2015-05-23,22.6,14.0,29.0,,,,11.6,,,,39.3544,22.98466
2015-05-23,22.2,15.0,29.0,,,,5.8,,,,38.5641,23.29253
2015-05-23,22.4,15.8,28.2,0.0,,,5.6,,,,38.13052,23.52726
2015-05-23,22.4,15.8,28.2,0.0,,,5.6,,,,38.12722,23.52643
2015-05-23,22.2,15.0,29.0,,,,5.8,,,,38.56739,23.29335
2015-05-23,22.6,14.0,29.0,,,,11.6,,,,39.16722,22.84363
2015-05-23,22.6,14.0,29.0,,,,11.6,,,,39.38574,22.80868
2015-05-23,22.2,15.0,29.0,,,,5.8,,,,38.56627,23.29619
2015-05-24,21.6,15.0,27.0,,,37.0,13.8,,,,39.16756,22.8424
2015-05-24,21.6,15.0,27.0,,,37.0,13.8,,,,39.35432,22.98523
2015-05-24,21.5,15.0,28.0,,,,6.6,,,,38.56618,23.29617
2015-05-24,23.5,18.0,29.0,0.0,,302.0,12.9,,,,38.13014,23.52487
2015-05-24,23.5,18.0,29.0,0.0,,302.0,12.9,,,,38.12983,23.52422
2015-05-24,21.6,15.0,27.0,,,37.0,13.8,,,,39.16782,22.84218
2015-05-24,21.5,15.0,28.0,,,,6.6,,,,38.56837,23.2966
2015-05-24,21.5,15.0,28.0,,,,6.6,,,,38.56507,23.29747
2015-05-24,21.5,15.0,28.0,,,,6.6,,,,38.56437,23.29305
2015-05-24,22.4,15.0,28.0,0.0,,,11.6,,,,40.69926,22.95076
2015-05-24,21.6,15.0,27.0,,,37.0,13.8,,,,39.16844,22.84413
2015-05-24,21.5,15.0,28.0,,,,6.6,,,,38.5652,23.29186
2015-05-24,23.5,18.0,29.0,0.0,,302.0,12.9,,,,38.13131,23.52187
2015-05-24,21.6,15.0,27.0,,,37.0,13.8,,,,39.38672,22.80619
2015-05-24,,,,,,,,,,,39.57581,21.73376
2015-05-25,22.8,16.0,29.0,,,281.0,15.4,,,,39.35446,22.98437
2015-05-25,22.9,16.2,28.0,0.0,,284.0,15.3,,,,37.9605,23.40204
2015-05-25,22.9,16.2,28.0,0.0,,284.0,15.3,,,,37.96158,23.40175
2015-05-25,21.3,13.0,28.0,,,,9.1,,,,38.56497,23.29312
2015-05-25,21.3,13.0,28.0,,,,9.1,,,,38.56131,23.29049
2015-05-25,20.6,15.0,25.0,,,74.0,10.9,,,,40.94801,24.60749
2015-05-25,21.3,13.0,28.0,,,,9.1,,,,38.5663,23.29436
2015-05-25,22.9,16.2,28.0,0.0,,284.0,15.3,,,,38.13078,23.52188
2015-05-26,21.7,15.0,27.0,,,,13.6,,,,39.35578,22.98265
2015-05-26,20.6,13.0,26.0,0.0,,,10.1,,,,40.69854,22.953
2015-05-26,,,,,,,,,,,38.56279,23.29457
2015-05-26,,,,,,,,,,,38.56839,23.29362
2015-05-26,,,,,,,,,,,38.56752,23.29705
2015-05-26,20.9,15.8,27.0,0.0,,,7.6,,,,38.13052,23.52754
2015-05-27,21.1,15.0,26.0,0.0,,,8.2,,,,38.12927,23.52651
2015-05-27,19.0,16.0,24.0,,,,7.4,,,,39.35433,22.98572
2015-05-27,19.0,16.0,24.0,,,,7.4,,,,39.35286,22.98363
2015-05-27,19.0,16.0,24.0,,,,7.4,,,,39.16688,22.84398
2015-05-27,19.0,16.0,24.0,,,,7.4,,,,39.16864,22.84402
2015-05-27,18.6,13.0,25.0,,,,3.9,,,,38.56573,23.29344
2015-05-27,,,,,,,,,,,37.917,23.07132
2015-05-28,,,,,,,,,,,37.9183,23.07482
2015-05-28,,,,,,,,,,,37.91904,23.07041
2015-05-28,20.1,17.4,23.0,0.0,,305.0,28.7,,,,35.50463,23.92938
2015-05-29,18.0,16.0,21.2,0.0,,333.0,13.8,,,,38.12824,23.5229
2015-05-29,18.0,16.0,21.2,0.0,,333.0,13.8,,,,37.96115,23.3981
2015-05-29,,,,,,,,,,,40.75605,22.15097
2015-05-29,,,,,,,,,,,38.56346,23.29169
2015-05-29,,,,,,,,,,,38.56645,23.29172
2015-05-29,,,,,,,,,,,38.56593,23.29767
2015-05-29,18.0,16.0,21.2,0.0,,333.0,13.8,,,,38.03467,23.59378
2015-05-29,,,,,,,,,,,38.56796,23.29213
2015-05-30,17.3,10.0,24.0,,,,4.7,,,,38.56717,23.29737
2015-05-30,18.3,9.6,26.0,0.0,,165.0,13.3,,,,40.73663,22.8307
2015-05-30,19.3,13.0,25.0,0.0,,,8.0,,,,38.13282,23.5251
2015-05-30,19.3,13.0,25.0,0.0,,,8.0,,,,38.12711,23.52408
2015-05-30,,,,,,,,,,,39.16987,22.8444
2015-05-30,17.3,10.0,24.0,,,,4.7,,,,38.56741,23.29203
2015-05-31,,,,,,,,,,,37.91711,23.07256
2015-05-31,20.0,13.0,26.0,0.0,,,7.3,,,,38.13066,23.52602
2015-05-31,,,,,,,,,,,38.3345,21.84834
2015-05-31,19.4,12.0,26.0,,,,12.4,,,,39.35318,22.98275
2015-05-31,19.4,12.0,26.0,,,,12.4,,,,39.38865,22.80795
2015-05-31,19.4,12.0,26.0,,,,12.4,,,,39.16549,22.84497
2015-05-31,19.2,10.0,26.0,,,,6.4,,,,38.56662,23.2923
2015-05-31,19.2,10.0,26.0,,,,6.4,,,,38.56553,23.29627
2015-05-31,19.2,10.0,26.0,,,,6.4,,,,38.5652,23.29205
2015-05-31,19.2,10.0,26.0,,,,6.4,,,,38.56414,23.29601
2015-05-31,,,,,,,,,,,35.23962,23.63328
2015-06-01,,,,,,,,,,,40.28458,23.44594
2015-06-01,,,,,,,,,,,38.56654,23.29326
2015-06-01,22.0,15.6,28.0,0.0,,,11.4,,,,37.96315,23.40034
2015-06-02,23.1,18.0,27.0,0.0,,,18.4,,,,37.96234,23.40272
2015-06-02,22.1,15.6,28.0,0.0,,,10.3,,,,40.70518,22.8138
2015-06-02,,,,,,,,,,,40.28445,23.44258
2015-06-02,20.9,15.0,26.0,,,,11.2,,,,39.16873,22.84349
2015-06-02,,,,,,,,,,,38.56552,23.29593
2015-06-02,23.1,18.0,27.0,0.0,,,18.4,,,,38.12946,23.52695
2015-06-02,,,,,,,,,,,38.333,21.84609
2015-06-02,,,,,,,,,,,40.03557,22.22845
2015-06-02,,,,,,,,,,,37.91941,23.0404
2015-06-02,,,,,,,,,,,41.01998,22.74674
2015-06-03,21.2,15.0,27.0,,,315.0,15.3,,,,38.56837,23.29421
2015-06-03,21.2,15.0,27.0,,,315.0,15.3,,,,38.56499,23.29347
2015-06-03,24.6,22.0,29.0,0.0,,336.0,22.4,,,,37.96054,23.40185
2015-06-03,24.6,22.0,29.0,0.0,,336.0,22.4,,,,38.13019,23.52668
2015-06-03,,,,,,,,,,,38.33401,21.84744
2015-06-03,,,,,,,,,,,37.91914,23.07296
2015-06-03,21.2,15.0,27.0,,,315.0,15.3,,,,38.56429,23.29402
2015-06-03,,,,,,,,,,,37.92301,22.94656
2015-06-03,24.6,22.0,29.0,0.0,,336.0,22.4,,,,38.12925,23.52578
2015-06-03,,,,,,,,,,,40.28422,23.44504
2015-06-03,24.6,22.0,29.0,0.0,,336.0,22.4,,,,37.96076,23.4012
2015-06-03,24.6,22.0,29.0,0.0,,336.0,22.4,,,,38.12918,23.5238
2015-06-05,,,,,,,,,,,37.41256,24.40069
2015-06-05,,,,,,,,,,,39.05953,26.56674
2015-06-05,,,,,,,,,,,39.05861,26.56177
2015-06-06,23.7,22.0,27.0,0.0,,352.0,17.6,,,,38.07234,23.6331
2015-06-06,23.7,22.0,27.0,0.0,,352.0,17.6,,,,38.07337,23.63703
2015-06-07,,,,,,,,,,,38.49225,21.18015
2015-06-07,22.8,20.0,25.6,0.0,,342.0,16.6,,,,38.06831,23.63467
2015-06-07,22.8,20.0,25.6,0.0,,342.0,16.6,,,,38.03814,23.51029
2015-06-08,22.1,19.4,25.0,0.0,,333.0,21.3,,,,37.96129,23.40164
2015-06-08,22.1,19.4,25.0,0.0,,333.0,21.3,,,,38.12859,23.52511
2015-06-08,22.1,19.4,25.0,0.0,,333.0,21.3,,,,38.07063,23.63243
2015-06-08,22.1,19.4,25.0,0.0,,333.0,21.3,,,,38.06995,23.63677
2015-06-08,22.1,19.4,25.0,0.0,,333.0,21.3,,,,38.07035,23.63392
2015-06-09,22.1,17.0,26.2,0.0,,,9.3,,,,38.07253,23.63517
2015-06-09,22.1,17.0,26.2,0.0,,,9.3,,,,38.13193,23.52332
2015-06-09,22.1,17.0,26.2,0.0,,,9.3,,,,38.12822,23.52244
2015-06-09,22.1,17.0,26.2,0.0,,,9.3,,,,38.06884,23.63442
2015-06-09,22.1,17.0,26.2,0.0,,,9.3,,,,38.07012,23.63384
2015-06-09,,,,,,,,,,,38.56719,23.29565
2015-06-09,22.1,17.0,26.2,0.0,,,9.3,,,,38.12943,23.52477
2015-06-09,,,,,,,,,,,37.91722,23.06994
2015-06-09,22.1,17.0,26.2,0.0,,,9.3,,,,38.07285,23.63455
2015-06-10,22.7,16.2,27.6,1.8,,,9.6,,,,40.70631,22.81623
2015-06-10,22.7,16.2,27.6,1.8,,,9.6,,,,40.70454,22.81582
2015-06-10,21.9,14.0,29.0,,,,4.3,,,,38.56621,23.29464
2015-06-10,23.4,19.0,29.0,0.0,,,8.1,,,,38.12866,23.52479
2015-06-10,23.4,19.0,29.0,0.0,,,8.1,,,,38.12778,23.52523
2015-06-10,,,,,,,,,,,37.91877,23.07458
2015-06-10,23.4,19.0,29.0,0.0,,,8.1,,,,37.96029,23.39777
2015-06-10,21.9,14.0,29.0,,,,4.3,,,,38.56425,23.29669
2015-06-10,23.4,19.0,29.0,0.0,,,8.1,,,,38.12835,23.5216
2015-06-11,21.7,15.0,27.0,,,,6.3,,,,38.56645,23.29274
2015-06-11,21.7,15.0,27.0,,,,6.3,,,,38.5656,23.29605
2015-06-11,23.6,18.0,28.6,0.0,,344.0,12.0,,,,38.13026,23.52585
2015-06-12,24.6,17.2,31.0,0.0,,,9.6,,,,40.70091,22.94989
2015-06-12,26.2,20.0,31.0,0.0,,,16.0,,,,38.12724,23.52566
2015-06-12,23.3,16.0,29.0,,,,10.1,,,,38.56884,23.29371
2015-06-12,23.3,16.0,29.0,,,,10.1,,,,38.565,23.29232
2015-06-12,23.3,16.0,29.0,,,,10.1,,,,38.56651,23.29267
2015-06-12,,,,,,,,,,,38.37325,24.06262
2015-06-12,26.2,20.0,31.0,0.0,,,16.0,,,,38.1312,23.52687
2015-06-12,26.2,20.0,31.0,0.0,,,16.0,,,,37.96244,23.4011
2015-06-12,,,,,,,,,,,40.50055,21.01814
2015-06-12,,,,,,,,,,,40.49979,21.01659
2015-06-13,24.6,19.0,32.0,0.0,,,12.3,,,,40.70694,22.81631
2015-06-13,,,,,,,,,,,40.28534,23.44491
2015-06-13,27.4,20.6,33.0,0.0,,359.0,13.3,,,,37.96322,23.39953
2015-06-13,24.4,19.0,31.0,,,,13.4,,,,39.38782,22.80813
2015-06-13,24.4,19.0,31.0,,,,13.4,,,,39.35568,22.98473
2015-06-13,24.1,15.0,31.0,,,,6.5,,,,38.56526,23.29185
2015-06-13,24.1,15.0,31.0,,,,6.5,,,,38.56452,23.29627
2015-06-13,,,,,,,,,,,38.37295,24.06318
2015-06-13,27.4,20.6,33.0,0.0,,359.0,13.3,,,,38.13044,23.52739
2015-06-13,27.4,20.6,33.0,0.0,,359.0,13.3,,,,38.12711,23.52648
2015-06-13,27.4,20.6,33.0,0.0,,359.0,13.3,,,,37.9599,23.39862
2015-06-13,23.2,16.8,27.1,0.0,,,7.0,,,,37.08676,21.62883
2015-06-13,27.4,20.6,33.0,,,359.0,13.3,,,,38.16701,23.38453
2015-06-13,23.2,16.8,27.1,0.0,,,7.0,,,,37.08187,21.63413
2015-06-13,23.2,16.8,27.1,0.0,,,7.0,,,,37.08543,21.63343
2015-06-13,23.2,16.8,27.1,0.0,,,7.0,,,,37.08604,21.63849
2015-06-13,23.2,16.8,27.1,0.0,,,7.0,,,,37.08483,21.62845
2015-06-13,23.2,16.8,27.1,0.0,,,7.0,,,,37.089,21.6328
2015-06-13,23.2,16.8,27.1,0.0,,,7.0,,,,37.08839,21.62781
2015-06-13,27.4,20.6,33.0,,,359.0,13.3,,,,38.15917,23.38552
2015-06-13,27.4,20.6,33.0,,,359.0,13.3,,,,38.15852,23.37927
2015-06-13,24.1,15.0,31.0,,,359.0,6.5,,,,38.16376,23.39145
2015-06-13,27.4,20.6,33.0,,,359.0,13.3,,,,38.16311,23.38517
2015-06-13,27.4,20.6,33.0,,,359.0,13.3,,,,38.16243,23.37875
2015-06-13,,,,,,,,,,,39.04156,20.97823
2015-06-13,24.1,15.0,31.0,,,,6.5,,,,38.56548,23.2963
2015-06-14,24.5,18.0,31.0,,,,11.3,,,,39.35549,22.98454
2015-06-14,24.5,18.0,31.0,,,,11.3,,,,39.38792,22.80888
2015-06-14,,,,,,,,,,,38.56736,23.2929
2015-06-14,,,,,,,,,,,38.56382,23.2922
2015-06-14,,,,,,,,,,,38.37344,24.06183
2015-06-14,26.8,19.0,34.0,0.0,,,7.5,,,,38.13174,23.52354
2015-06-14,26.8,19.0,34.0,0.0,,,7.5,,,,38.12826,23.52277
2015-06-14,26.8,19.0,34.0,0.0,,,7.5,,,,37.96138,23.39906
2015-06-14,26.8,19.0,34.0,0.0,,,7.5,,,,38.07885,23.72
2015-06-14,26.8,19.0,34.0,0.0,,,7.5,,,,38.13,23.5254
2015-06-14,26.8,19.0,34.0,,,,7.5,,,,38.31253,23.62347
2015-06-14,26.8,19.0,34.0,0.0,,,7.5,,,,38.07594,23.74813
2015-06-14,26.8,19.0,34.0,,,,7.5,,,,38.31586,23.62269
2015-06-14,26.8,19.0,34.0,0.0,,,7.5,,,,37.96181,23.40033
2015-06-14,26.8,19.0,34.0,0.0,,,7.5,,,,38.12812,23.52553
2015-06-14,24.5,18.0,31.0,,,,11.3,,,,39.38668,22.80844
2015-06-14,24.5,18.0,31.0,,,,11.3,,,,39.38884,22.8089
2015-06-14,,,,,,,,,,,38.56853,23.29684
2015-06-14,,,,,,,,,,,38.56403,23.29658
2015-06-15,26.6,19.0,34.3,0.0,,,9.4,,,,40.53506,22.65946
2015-06-15,,,,,,,,,,,37.91177,22.82376
2015-06-15,27.6,18.2,38.1,0.0,,,5.5,,,,39.4422,22.48773
2015-06-15,27.6,18.2,38.1,0.0,,,5.5,,,,39.44168,22.4856
2015-06-15,27.6,18.2,38.1,0.0,,,5.5,,,,39.52876,22.03421
2015-06-15,,,,,,,,,,,39.5265,21.96311
2015-06-15,25.0,16.2,33.0,,,,6.9,,,,40.50572,21.73726
2015-06-15,25.0,16.2,33.0,,,,6.9,,,,40.50431,21.73911
2015-06-15,,,,,,,,,,,38.5645,23.29219
2015-06-15,27.9,20.0,36.0,0.0,,,9.2,,,,38.13034,23.52386
2015-06-15,,,,,,,,,,,38.56424,23.29808
2015-06-16,29.0,21.0,35.0,,,,8.7,,,,38.56802,23.29389
2015-06-16,,,,,,,,,,,38.37152,24.05994
2015-06-16,,,,,,,,,,,39.52194,22.02951
2015-06-16,28.6,22.0,35.0,,,,12.4,,,,39.38619,22.80675
2015-06-16,29.4,22.0,37.4,0.0,,,8.8,,,,37.96102,23.4001
2015-06-16,29.0,21.0,35.0,,,,8.7,,,,38.56281,23.2915
